0,1,2,3
"('PlaceId', 'ChIJ___7Ei0bdkgRvS-0ve3iTQI')","('PhoneNumber', '')","('Email', 'info@itojapanese.comBAC')","('Url', 'https://www.itojapanese.com/jp')"
"('PlaceId', 'ChIJ___7Ei0bdkgRvS-0ve3iTQI')","('PhoneNumber', '')","('Email', 'info@itojapanese.com')","('Url', 'https://www.itojapanese.com/jp/teachers')"
"('PlaceId', 'ChIJ___7Ei0bdkgRvS-0ve3iTQI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.itojapanese.com/jp/courses')"
"('PlaceId', 'ChIJ___7Ei0bdkgRvS-0ve3iTQI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.itojapanese.com/')"
"('PlaceId', 'ChIJ___7Ei0bdkgRvS-0ve3iTQI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.itojapanese.com/jp/teachers_support')"
"('PlaceId', 'ChIJ___7Ei0bdkgRvS-0ve3iTQI')","('PhoneNumber', '')","('Email', '')","('Url', 'http://www.the-bac.org/')"
"('PlaceId', 'ChIJ__-_boOCeUgRDBhzCxoFzWk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://support.tutorful.co.uk/hc/en-us')"
"('PlaceId', 'ChIJ__-_boOCeUgRDBhzCxoFzWk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://community.tutorful.co.uk/')"
"('PlaceId', 'ChIJ__-_boOCeUgRDBhzCxoFzWk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/tutorful')"
"('PlaceId', 'ChIJ__-_boOCeUgRDBhzCxoFzWk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://uk.trustpilot.com/review/tutorful.co.uk')"
"('PlaceId', 'ChIJ__-_boOCeUgRDBhzCxoFzWk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.facebook.com/tutorful')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '07793 487098')","('Email', 'UKIchibanleeds@gmail.comBob')","('Url', 'https://www.ichibanleeds.co.uk/martial-arts')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/gallery')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/timetable')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/affiliations')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/contact-us')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/aikido')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.facebook.com/IchibanLeeds/')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/kendo')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/privacy-policy')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/membership')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/jiujitsu')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/blog')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/leadership-courses')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/news')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/judo')"
"('PlaceId', 'ChIJ__-z7_5beUgRR2mvR7sRcPw')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.ichibanleeds.co.uk/karate')"
"('PlaceId', 'ChIJ__8LMBAJYUgROx8_sxoVceo')","('PhoneNumber', '07587 130573')","('Email', '')","('Url', 'https://www.facebook.com/focustuitionbelfast')"
"('PlaceId', 'ChIJ__8LMBAJYUgROx8_sxoVceo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.focustuitionbelfast.co.uk')"
"('PlaceId', 'ChIJ__8LMBAJYUgROx8_sxoVceo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://api.whatsapp.com/send?phone=447587130573')"
"('PlaceId', 'ChIJ__8LMBAJYUgROx8_sxoVceo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://business.yell.com/legal/terms-of-use/')"
"('PlaceId', 'ChIJ__8LMBAJYUgROx8_sxoVceo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.focustuitionbelfast.co.uk/about-us')"
"('PlaceId', 'ChIJ__8LMBAJYUgROx8_sxoVceo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.focustuitionbelfast.co.uk/contact-us')"
"('PlaceId', 'ChIJ__8LMBAJYUgROx8_sxoVceo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://business.yell.com/legal/trading-terms/')"
"('PlaceId', 'ChIJ_3e1kEkbdkgRcdUkNEcnR6Q')","('PhoneNumber', '')","('Email', 'london@hutongschool.com')","('Url', 'https://www.youtube.com/user/HutongSchool')"
"('PlaceId', 'ChIJ_3e1kEkbdkgRcdUkNEcnR6Q')","('PhoneNumber', '')","('Email', '')","('Url', 'https://hutong-school.edugo.tech/')"
"('PlaceId', 'ChIJ_3e1kEkbdkgRcdUkNEcnR6Q')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.internasia.com/internship-china')"
"('PlaceId', 'ChIJ_3e1kEkbdkgRcdUkNEcnR6Q')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.facebook.com/HutongSchool/')"
"('PlaceId', 'ChIJ_3e1kEkbdkgRcdUkNEcnR6Q')","('PhoneNumber', '')","('Email', '')","('Url', 'https://hutong-school.edugo.tech')"
"('PlaceId', 'ChIJ_3LMrWdxj0gRAI68opQjtoI')","('PhoneNumber', '07342155163')","('Email', '')","('Url', 'https://www.neilkendalllanguageschool.com')"
"('PlaceId', 'ChIJ_3LMrWdxj0gRAI68opQjtoI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.neilkendalllanguageschool.com/faq')"
"('PlaceId', 'ChIJ_3LMrWdxj0gRAI68opQjtoI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.neilkendalllanguageschool.com/blog')"
"('PlaceId', 'ChIJ_3LMrWdxj0gRAI68opQjtoI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://twitter.com/nk_lang_school')"
"('PlaceId', 'ChIJ_3LMrWdxj0gRAI68opQjtoI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.neilkendalllanguageschool.com/contact')"
"('PlaceId', 'ChIJ_3xzwn0GRKIR6EDEgUEfpoo')","('PhoneNumber', '')","('Email', '')","('Url', 'https://wordpress.org/plugins/maintenance/')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://newcastle.gov.uk/contact-us')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://envirocall.newcastle.gov.uk/')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.newcastle.gov.uk/costofliving')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://twitter.com/newcastlecc')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://new.newcastle.gov.uk/news')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.facebook.com/NewcastleCityCouncil/')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://myportal.newcastle.gov.uk/')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/lovenewcastle/')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://newcastle.gov.uk/tradingstandards')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.newcastle.gov.uk/')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.newcastle.gov.uk/netzero')"
"('PlaceId', 'ChIJ_4-_xftwfkgRGK6gfCjLGEk')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.youtube.com/user/NewcastleCCUK')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/our-programmes/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://cz.kumon.eu/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://pl.kumon.eu/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com/cr-es/home')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.cl')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/pakistan/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/careers/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/media-room/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/privacy-policy/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/zambia/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'http://au.kumonglobal.com')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'http://in.kumonglobal.com/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/success-stories/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com/pa-en/home')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.at/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.pe')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.br')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.hu/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com/ca-en/home')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'http://nz.kumonglobal.com')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://nl.kumon.eu/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/franchising/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.es/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com/mx-es/home')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://ch.kumon.org/en/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.de/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.gr/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/botswana/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/epi-findings/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/our-history/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://be.kumon.eu/en/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.bo')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'http://th.kumonglobal.com/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/site-map/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/blog/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.co')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.uy/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.lu/en/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/dubai/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/search/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.ar/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'http://id.kumonglobal.com/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/our-method/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/contact/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/our-programmes/maths/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/kumon-connect/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.it/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.com.ro/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'http://www.kumon.ne.jp/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.ad/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.ie')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'http://ph.kumonglobal.com/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.facebook.com/Kumon.UK/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/kumon_uk_and_ireland/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.bg/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'http://www.kumon.com.cn/zh-cn/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/kenya/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/about/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.fr/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/our-programmes/english/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/namibia/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.pt')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.za/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'http://sg.kumonglobal.com/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/terms/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.org/bahrain/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.kumon.co.uk/find-a-tutor/contact/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'http://my.kumonglobal.com/')"
"('PlaceId', 'ChIJ_5g0xaB4eUgRpa2QdKjoY34')","('PhoneNumber', '')","('Email', '')","('Url', 'http://vn.kumonglobal.com/')"
"('PlaceId', 'ChIJ_a44bJjHh0gREkyyK1PYLNg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://saltedinburgh.co.uk/privacy-policy/')"
"('PlaceId', 'ChIJ_a44bJjHh0gREkyyK1PYLNg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://saltedinburgh.co.uk/')"
"('PlaceId', 'ChIJ_a44bJjHh0gREkyyK1PYLNg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://wa.link/isj evb')"
"('PlaceId', 'ChIJ_a44bJjHh0gREkyyK1PYLNg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://saltedinburgh.co.uk/courses/')"
"('PlaceId', 'ChIJ_a44bJjHh0gREkyyK1PYLNg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://twitter.com/saltedinburgh')"
"('PlaceId', 'ChIJ_a44bJjHh0gREkyyK1PYLNg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://saltedinburgh.co.uk/courses/faq/')"
"('PlaceId', 'ChIJ_a44bJjHh0gREkyyK1PYLNg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://saltedinburgh.co.uk/blog/')"
"('PlaceId', 'ChIJ_a44bJjHh0gREkyyK1PYLNg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/saltedinburgh/')"
"('PlaceId', 'ChIJ_aycJp6FdUgRAvfNLQrG6vg')","('PhoneNumber', '')","('Email', 'info@shimaguni.co.uk')","('Url', 'https://t.co/sqMzo82UTI')"
"('PlaceId', 'ChIJ_aycJp6FdUgRAvfNLQrG6vg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.meetup.com/brighton-japan-club/')"
"('PlaceId', 'ChIJ_aycJp6FdUgRAvfNLQrG6vg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://t.co/jQQnZrQoJt')"
"('PlaceId', 'ChIJ_aycJp6FdUgRAvfNLQrG6vg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/p/ChZ6KUwMtwI/')"
"('PlaceId', 'ChIJ_aycJp6FdUgRAvfNLQrG6vg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/shimagunibrighton/')"
"('PlaceId', 'ChIJ_aycJp6FdUgRAvfNLQrG6vg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://t.co/B34JOEx0u9')"
"('PlaceId', 'ChIJ_aycJp6FdUgRAvfNLQrG6vg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/p/ChpeCAHtuPE/')"
"('PlaceId', 'ChIJ_aycJp6FdUgRAvfNLQrG6vg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://twitter.com/tomorsman?lang=en')"
"('PlaceId', 'ChIJ_aycJp6FdUgRAvfNLQrG6vg')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.instagram.com/p/Cgez9tJuD6u/')"
"('PlaceId', 'ChIJ_aycJp6FdUgRAvfNLQrG6vg')","('PhoneNumber', '')","('Email', '')","('Url', 'http://www.twitter.com/TomOrsman/')"
"('PlaceId', 'ChIJ_bTCJlC3e0gRfbUKsOBOnuI')","('PhoneNumber', '07957 188 421')","('Email', '')","('Url', 'http://oldhamtuitioncentre.com/science/')"
"('PlaceId', 'ChIJ_bTCJlC3e0gRfbUKsOBOnuI')","('PhoneNumber', '')","('Email', '')","('Url', 'http://oldhamtuitioncentre.com/english/')"
"('PlaceId', 'ChIJ_bTCJlC3e0gRfbUKsOBOnuI')","('PhoneNumber', '')","('Email', '')","('Url', 'https://www.bbc.com/news/articles/cwyjlenv877o')"
