Topics,Topic Text,distributions,Unique Words,Text
"[(0, 0.018520746), (1, 0.018526394), (2, 0.018523823), (3, 0.85181636), (4, 0.018522065), (5, 0.018521683), (6, 0.018523991), (7, 0.018522888), (8, 0.018522097)]","(3, '0.012*""best"" + 0.012*""amazing"" + 0.012*""food"" + 0.009*""italian"" + 0.009*""recommend""')","[(0, 0.018520746), (1, 0.018525561), (2, 0.018523827), (3, 0.85181713), (4, 0.018522063), (5, 0.018521683), (6, 0.01852399), (7, 0.018522887), (8, 0.018522095)]",,"The coaches are amazing.
Would recommend for any level."
"[(8, 0.9849267)]","(8, '0.012*""great"" + 0.008*""really"" + 0.006*""service"" + 0.006*""friendly"" + 0.006*""cruise""')","[(8, 0.98492676)]",,"Amazing Brazilian Jiu-Jitsu Gym that offers a fantastic range of Gi and No-Gi Classes throughout the week. Lots of time on the mats rolling and detailed tutorials from experienced instructors have made it the perfect place to improve my BJJ.

The club’s atmosphere is fun and welcoming and there is a real drive to improve and get better that runs through the club, this comes from Steve Henshall whose BJJ knowledge and personality as an instructor is top drawer.

I have been a member for 6 Months now and the classes are the highlight of my week. If you are looking for a BJJ Gym in Manchester I recommend you check this place out."
"[(1, 0.5385088), (2, 0.27659106), (3, 0.14979556)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.5385253), (2, 0.27659947), (3, 0.14977068)]",,Great gym with a great coach and a fantastic atmosphere. Not to mention high level good Jiu jitsu. Great place to learn can’t recommend it enough!
"[(1, 0.9407257)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.9407251)]",,"A great place to learn Brazilian jiu jitsu, safe, structured with a great curriculum. The added bonus is the people are great too 👍"
"[(0, 0.010103568), (1, 0.010107379), (2, 0.9191584), (3, 0.010104115), (4, 0.010107976), (5, 0.010103437), (6, 0.010103979), (7, 0.010103727), (8, 0.010107441)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(0, 0.010103569), (1, 0.01010738), (2, 0.9191582), (3, 0.010104116), (4, 0.01010811), (5, 0.010103438), (6, 0.010103981), (7, 0.010103728), (8, 0.010107442)]",,Great knowledge and technique classes. Friendly folks too. Good for beginners or experienced practitioners.
"[(8, 0.9505929)]","(8, '0.012*""great"" + 0.008*""really"" + 0.006*""service"" + 0.006*""friendly"" + 0.006*""cruise""')","[(8, 0.9505919)]",,"Great Gym for learning Brazilian Jiu-Jitsu. Teachers are great, knowledgeable and really friendly which shows with the students there. Everyone is really friendly and helpful, looking out for each other."
"[(0, 0.011113788), (1, 0.011120217), (2, 0.011119757), (3, 0.011114972), (4, 0.011116578), (5, 0.011115921), (6, 0.91106606), (7, 0.011115879), (8, 0.011116829)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(0, 0.011113788), (1, 0.011120557), (2, 0.011119767), (3, 0.011114972), (4, 0.011116578), (5, 0.011115921), (6, 0.91106564), (7, 0.01111588), (8, 0.01111683)]",,"very knowlegble and Friendly coach , a great atmosphere and fun workout! Highly recommended!!"
"[(1, 0.97529984)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.97529995)]",,"Fantastic place to train Brazilian jiu-jitsu. I have been part of the school for many years and the school is especially amazing for beginners who have never done bjj before. The amount of new comers who become really good at bjj is really high.

Not only that but the environment and culture is just amazing. The teaching is well balanced with technique and sparring and nothing is rushed."
"[(2, 0.94441944)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(2, 0.9444202)]",,"Great place to pick up a new hobby. If you want to learn Brazilian Jiu-jitsu, this is the place to be. Great atmosphere and even greater people 🤙🤙"
"[(3, 0.2867525), (5, 0.6979873)]","(5, '0.010*""energy"" + 0.007*""friendly"" + 0.006*""highly"" + 0.006*""consumption"" + 0.006*""great""')","[(3, 0.28675553), (5, 0.6979843)]",,"Gracie Barra Warrington is an amazing academy with an excellent team of high level coaches. It doesn't matter who you are, where you come from or what your background is, everyone is welcome here.

I've been training at the academy for about two years now and the community is brilliant with lots of support.

If you're interested in giving Brazilian Jiu Jitsu a try, I highly recommend checking out the academy. For just £1, you can book your first week and get Gi/No-Gi hire included. It's a great way to see what the academy is all about and feel the benefits of BJJ for yourself."
"[(2, 0.9891555)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(2, 0.9891555)]",,"I joined RGA Salford about 12 months ago and was brand new to Brazilian Jujitsu, so didn’t really know what to expect.

Straight away you’re made to feel welcome by professor Mike and his coaches, and there is a great atmosphere in the gym.

The lessons are brilliant and everything is explained in a way that makes it easy for brand new white belts to understand.

The higher belts are always happy to offer advice and encouragement to new starters, and it makes you feel like part of the team from day 1.

Whether you’re just looking to train improve your health & fitness, or want to train seriously to compete, I can’t recommend the place highly enough.

As soon as my kids are old enough I’ll be signing them up to the junior classes!

Thanks Mike & the team at RGA Salford!"
"[(1, 0.48523688), (6, 0.4737952)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.48524988), (6, 0.47378227)]",,"Trained here a few years ago and wish I was back. Great instructors, very supportive and made some good friends too. Overall just a great place to learn if you're interested in bjj"
"[(0, 0.011113682), (1, 0.01112105), (2, 0.01111483), (3, 0.011114652), (4, 0.011116675), (5, 0.91107506), (6, 0.011115437), (7, 0.011114915), (8, 0.011113678)]","(5, '0.010*""energy"" + 0.007*""friendly"" + 0.006*""highly"" + 0.006*""consumption"" + 0.006*""great""')","[(0, 0.01111368), (1, 0.011121712), (2, 0.011114829), (3, 0.011114652), (4, 0.011116674), (5, 0.9110744), (6, 0.011115436), (7, 0.011114914), (8, 0.011113676)]",,Fantastic and Friendly way for your Children to learn confidence and how to defend themselves through Jiu Jitsu 🙏👊🦂
"[(3, 0.96294546)]","(3, '0.012*""best"" + 0.012*""amazing"" + 0.012*""food"" + 0.009*""italian"" + 0.009*""recommend""')","[(3, 0.96294516)]",,"I’ve been training at Gracie Barra Horwich for over 2 years now and can’t recommend it enough. Professor Ian and all the other  professors have helped me improve my jiu jitsu so much. Great vibes, great atmosphere and a great team."
"[(1, 0.9682424)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.9682424)]",,"Once you join you are part of the family. Great instructors across the board, really friendly training partners always looking to help you get better. Really fun environment to learn self defense techniques and build your confidence and character as a person!"
"[(1, 0.94072384)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.94072384)]",,"Brilliant place to learn Brazilian Jiu Jitsu, both myself and my daughter regularly attend classes.

Really friendly and supportive atmosphere"
"[(2, 0.9444225)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(2, 0.9444233)]",,"I switched my energy supplier through Love Energy Savings, Ismail Essa was great, very informative and knowledgeable, easy to deal with, I will defiantly use them again."
"[(2, 0.3587302), (4, 0.6003094)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(2, 0.35872722), (4, 0.6003122)]",,Excellent service from Jayde Smith and Shoaib Khan who sorted me out with a new energy deal I was happy with in minutes and beat the price of my current supplier. A great experience!
"[(7, 0.9595791)]","(7, '0.014*""staff"" + 0.011*""well"" + 0.010*""time"" + 0.010*""food"" + 0.008*""like""')","[(7, 0.95957834)]",,Sho Khan dealt with my queries of changing energy supplier and he  was extremely helpful as He  navigated me through various energy deals and he found the best one to save  a lot of money on our energy bills.
"[(1, 0.9576546)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.9576553)]",,"I've placed a number of business contracts with Crown. They don't always win on price but personal customer service and quick response is consistent, a rarity in today's energy market."
"[(1, 0.96133995)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.9613401)]",,"call answered straight away by someone really helpful. She then passed me through to Natasha who was equally helpful.
Easiest energy company I have dealt with in years.  Hope they take on electricity soon so we can move our account over"
"[(3, 0.97659713)]","(3, '0.012*""best"" + 0.012*""amazing"" + 0.012*""food"" + 0.009*""italian"" + 0.009*""recommend""')","[(3, 0.976597)]",,Beta energy is one of the best company in uk with best energy prices. It’s a wonderful experience to work with them. They provide best deals and many more stuff like card machines and buisness insurances etc. And specially MR ALI is a great guy. He deal with all the problems very professionally. Many thanks for your great service. Keep it up guys. 👏
"[(0, 0.5336599), (2, 0.44040042)]","(0, '0.009*""solar"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""roof"" + 0.006*""limited""')","[(0, 0.53366035), (2, 0.44039991)]",,"I was struggling my electric on going issue with my supplier British Gas , I was being charged for precision tenants usage ,Beta energy made sure I only paid what I used , then got me a new supplier with better rates , so being a business owner I’ll go with company who I can trust and believe"
"[(6, 0.97719187)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.97719294)]",,"We struggled with our gas and electric existing suppliers for our business ,Beta energy helped us to arrange a switch to better rates. Plus after that they got us a gprs card terminals for our business, recently they got us better fibre Internet deal
Thank you Beta from Pasha Restaurant For helping us a lot in running our business smoothly."
"[(0, 0.022232722), (1, 0.8221238), (2, 0.022239342), (3, 0.022235364), (4, 0.022232622), (5, 0.022234209), (6, 0.022239929), (7, 0.022235645), (8, 0.022226334)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(0, 0.022232719), (1, 0.82212436), (2, 0.022239283), (3, 0.02223536), (4, 0.022232618), (5, 0.022234205), (6, 0.022239456), (7, 0.022235641), (8, 0.022226332)]",,Very good and helped me with my energy switch
"[(2, 0.55471575), (7, 0.40822643)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(2, 0.5547514), (7, 0.4081908)]",,"Fantastic, saved 50|% on my electric costs and was even cheaper than going directly to the supplier it’s Very helpful in helping with the energy market and finding us the best deal and the staff very nice.
Thank you"
"[(1, 0.94071954)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.9407178)]",,Saved a 30 year old family business from going under. Surprisingly found us a deal that was cheaper than a quote directly from the supplier.
"[(8, 0.957656)]","(8, '0.012*""great"" + 0.008*""really"" + 0.006*""service"" + 0.006*""friendly"" + 0.006*""cruise""')","[(8, 0.957656)]",,"Slightly delayed (due to stock issues) but otherwise impeccable installation.

Engineer was happy and able to answer my questions, and I will use them should I ever decide to add battery storage to my setup"
"[(1, 0.9505992)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.950599)]",,Great service found the best deal quickly and efficiently.  Very helpful customer service.  Would recommend them highly for finding  cheap energy suppliers.
"[(7, 0.97932154)]","(7, '0.014*""staff"" + 0.011*""well"" + 0.010*""time"" + 0.010*""food"" + 0.008*""like""')","[(7, 0.97932154)]",,Had a phone call from Greg last week and he explained the various options available to us since Green Energy stopped trading and EDF took over. They had put us on a variable tariff and Greg advised us of our options with other suppliers. We settled on a new supplier and on a tariff which will suit us very well. Thank you Greg for spending your time explaining everything so thoroughly. Regards.....Tom Welsh
"[(7, 0.95059353)]","(7, '0.014*""staff"" + 0.011*""well"" + 0.010*""time"" + 0.010*""food"" + 0.008*""like""')","[(7, 0.95059425)]",,"Yes I’m so happy good service. We are an energy comparison service search the energy market and sources the cheapest tariffs and most exclusive rates.
Thank you.."
"[(2, 0.9944775)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(2, 0.9944775)]",,"I'd advise to avoid where possible.

On the 2nd April 2024, we reached out to Utility Bidder in order to assist us in finding a better rate for our gas and electric supplier at our commercial property.

I spoke with, who I thought, was a great member of staff - really helpful. Little did I know, it was just part of their sales tactics.

They first started by getting the best possible prices from our current supplier, before tendering our requirements out to their network.

Within a few minutes, she come back to me with prices (which weren't too bad in all honesty).

In the meantime, I said I was going to be speaking to my existing supplier to find out their best prices - the colleague I spoke with informed me she already had done, and they were the initial prices and not to contact them (I was confused as to who she spoke with initially).

In the meantime, I'd already poke with my existing supplier and requested a price from them, but because their member of staff told me that they'd alreadyspoke to them and got the prices, I continued to enter an agreement with Utility Bidder and our new supplier.

I then received the prices from my current supplier, who came in a A LOT cheaper than Utility Bidder had actually told me (when I mean cheaper, I mean over 75%). When I queried this, I was informed by their customer service that my supplier wouldn't put me on this contract due to me having a low credit score (due to being a new business).

I checked with my supplier if the credit check would impact the decision on me taking out this new contract, where I was informed that the credit check WOULD NOT impact the new prices and contract.

So, in conclusion - I was lied to by two members of Utility Bidder's staff in order to get me to stick with them, than my existing supplier.

If you do use them, do your own due diligence and ignore what they say until you have your own evidence to show that they are cheaper."
"[(0, 0.011114698), (1, 0.011121976), (2, 0.57027596), (3, 0.011119331), (4, 0.011116022), (5, 0.011113919), (6, 0.011114266), (7, 0.35190722), (8, 0.011116576)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(0, 0.011114699), (1, 0.011122007), (2, 0.57026273), (3, 0.011119332), (4, 0.011116024), (5, 0.01111392), (6, 0.011114267), (7, 0.35192043), (8, 0.011116578)]",,"Great company,have used them a couple of times and their customer service is second to none"
"[(1, 0.9693363)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.9693355)]",,Prices with Utility Bidder were significantly cheaper compared to going direct to the supplier. Tracy Bond helped me throughout the process and had great customer service skills. She provided professional support throughout and called me back when she had promised. Would highly recommend.
"[(1, 0.36110145), (6, 0.5931202)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(1, 0.36106506), (6, 0.59315664)]",,"Great company to deal with, excellent customer service and competitive rates. I have just renewed again with them for my business Buba-Licious Ltd and the process was so easy. Highly Recommended"
"[(5, 0.99574584)]","(5, '0.010*""energy"" + 0.007*""friendly"" + 0.006*""highly"" + 0.006*""consumption"" + 0.006*""great""')","[(5, 0.99574584)]",,"I run a small Company with high gas usage and received the enclosed:

""We recently sent this email to you which unfortunately was missing some elements of your account's details, please find below your revised update.

As you know, the last year has been extremely challenging for all businesses. One such impact of these exceptional events is that they have created significant additional costs for the supply of your energy. We have done everything we can to mitigate this financial impact and to date, we have absorbed these additional costs into our agreed energy supply rates. In light of the significant and ongoing situation, it is regretfully unsustainable for us to continue to absorb these additional costs.

We’re getting in touch with you as your energy consumption for the period 10/02/2020 to 09/08/2022 is significantly different from your estimated yearly consumption. Consequently, we are writing to advise you of some additional reconciliation fees you will receive in your next bill and the options available to help you mitigate the impact of these charges.
What are Reconciliation Fees?
At the start of your contract, we set your agreed supply rates based on the estimated yearly consumption figures that you provide us. We purchase energy based on these consumption figures to ensure you get a competitive price in line with available market rates at that time, giving you certainty over your energy prices for the duration of your contract.

In clause 11 of our Business Terms & Conditions, we advise Corporate Business customers that there is a reconciliation fee that will be incurred if your consumption is outside the range of 90/110% of your estimated yearly energy usage.  This charge reflects the additional costs incurred if we have to balance your energy requirements outside of this tolerance range, either purchasing the shortfall from the market or selling the surplus energy at a price different to that when the contract was agreed. The reconciliation charges we calculate use the actual market prices observed during the period of the calculation. Many business energy suppliers have similar clauses in their contracts.

What this means for you
As your energy consumption for the period is outside of your contracted tolerance limit of 90/110, your account is due to incur a reconciliation fee of £330.84. These charges will be applied to your next bill.""

My wife wrote to complain, we did not receive an acknowledgement.
Their strap line should really read:

""Profiteering to Make a bad situation worse"""
"[(1, 0.93159705)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.9315972)]",,Great company to deal with. Would definitely recommend to anyone looking to switch their business energy supply.
"[(0, 0.97221434)]","(0, '0.009*""solar"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""roof"" + 0.006*""limited""')","[(0, 0.97221434)]",,"Energy Gain designed and installed solar panel system for BFM Europe Limited. The company was professional from the start of the project, supplying all risk assessments and documentation on time for the project. The project when to plan without any issues and is now delivering a 87.5% reduction in summer day time energy usage."
"[(4, 0.9765965)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(4, 0.9765965)]",,"I couldn’t recommend Energy Gain UK high enough.  We had a system installed pre-Covid and I had an issue with my meter readings.  I spoke to a gentlemen called Mike last week and he couldn’t of been more helpful.  His knowledge was fantastic, and we got to the bottom of the problem over the phone.  I enjoyed the interaction and I’m glad we took the leap when we did, especially with the current energy prices."
"[(7, 0.9613301)]","(7, '0.014*""staff"" + 0.011*""well"" + 0.010*""time"" + 0.010*""food"" + 0.008*""like""')","[(7, 0.9613303)]",,Energy Gain have  installed solar  panels to two of our premises. From time to time we have asked them to provide back up when problems arose and they always carried out this work in a timely and efficient manner. I highly recommend them.
"[(2, 0.94442546)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(2, 0.94442546)]",,"I have used Crown Energy to obtain costs and manage the installation of two electrical supplies and always found them (particularly Rheann), very good."
"[(2, 0.9532036)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(2, 0.9532036)]",,"New gas connections can be a real challenge coordinating everything to happen in sync, have used Crown Energy for this and they have made it very straight forward and delivered professionally. Thank you!!"
"[(0, 0.02222793), (1, 0.022232719), (2, 0.022236522), (3, 0.8221641), (4, 0.022227623), (5, 0.02222488), (6, 0.022228425), (7, 0.022227544), (8, 0.022230277)]","(3, '0.012*""best"" + 0.012*""amazing"" + 0.012*""food"" + 0.009*""italian"" + 0.009*""recommend""')","[(0, 0.022227928), (1, 0.02223264), (2, 0.022238998), (3, 0.82216173), (4, 0.022227623), (5, 0.02222488), (6, 0.022228425), (7, 0.022227544), (8, 0.022230169)]",,Very good expertise and a pleasure to deal with
"[(0, 0.0123478705), (1, 0.012365153), (2, 0.9011902), (3, 0.012349487), (4, 0.0123494025), (5, 0.01235009), (6, 0.012349267), (7, 0.012350772), (8, 0.012347772)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(0, 0.01234787), (1, 0.012365489), (2, 0.9011898), (3, 0.012349485), (4, 0.012349402), (5, 0.012350088), (6, 0.012349266), (7, 0.012350771), (8, 0.01234777)]",,The help centre was extremely helpful in changing my energy supplier successfullly.
"[(0, 0.010104212), (1, 0.010105211), (2, 0.010105905), (3, 0.010103989), (4, 0.9191661), (5, 0.010105071), (6, 0.010102753), (7, 0.0101043675), (8, 0.010102437)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(0, 0.010104212), (1, 0.01010521), (2, 0.010106047), (3, 0.010103988), (4, 0.9191659), (5, 0.01010507), (6, 0.010102753), (7, 0.010104367), (8, 0.010102436)]",,"Offered smart meter, live balances happy to have a UK app and energy payments."
"[(0, 0.0123488195), (1, 0.9011873), (2, 0.012358914), (3, 0.012351503), (4, 0.012348481), (5, 0.012351283), (6, 0.01235098), (7, 0.01235305), (8, 0.01234967)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(0, 0.0123488195), (1, 0.9011873), (2, 0.012358907), (3, 0.012351503), (4, 0.012348481), (5, 0.012351283), (6, 0.01235098), (7, 0.01235305), (8, 0.01234967)]",,"Great energy supplier, Hugo was very helpful to us, would recommend them."
"[(6, 0.97529656)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.97529656)]",,"That time of the year when I start looking online for my eleccy renewal for my business and home. Usually spend an hour or two looking, but this time I thought I'd try bulldog as was recommended from a friend. Was a much easier process as I spoke to one of their staff and was called back with some decent quotes for me to choose from. Saved time and money..."
"[(1, 0.9576585)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.9576585)]",,"This beautiful mosque is a gift to us from ALLAH.spacious, comfortable, clean, big car park and a large community Hall with kitchen.and of course Madrasah for the religious education for our future generations."
"[(0, 0.87296295), (1, 0.015890282), (2, 0.015877984), (3, 0.01588053), (4, 0.015877822), (5, 0.015876252), (6, 0.015880426), (7, 0.015877029), (8, 0.015876725)]","(0, '0.009*""solar"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""roof"" + 0.006*""limited""')","[(0, 0.8729577), (1, 0.015895471), (2, 0.015877988), (3, 0.015880536), (4, 0.015877826), (5, 0.015876256), (6, 0.015880432), (7, 0.01587703), (8, 0.015876729)]",,A very clean masjid and follows covid regulations.well done
"[(4, 0.6105541), (6, 0.3295856)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(4, 0.6104451), (6, 0.32969457)]",,"Great Mosque that welcomes everyone, excellent praying facilities for both men and women, and has a fantastic community ethos."
"[(6, 0.96133715)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.961337)]",,The only nearby mosque in Stockport town area. Small mosque but cold accommodate good number of attendees. 2 Shifts for Jumaa 12.30 & 1.30 pm during winter; 1.30 & 2.30pm during summer. Parkings are limited -on surrounding areas.
"[(1, 0.95958316)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.95958316)]",,"Fantastic mosque, nice wudu section and toilets were clean and well kept. Gets full quickly on Jummah though, so arrive early for the 12:20 Jama'at. If you miss it, there's another Jama'at at 1:20."
"[(7, 0.96933484)]","(7, '0.014*""staff"" + 0.011*""well"" + 0.010*""time"" + 0.010*""food"" + 0.008*""like""')","[(7, 0.96933484)]",,Beautiful mosque funded by the community of uk muslims that took decades to build but ran by numpties just like the many other JTI establishments no focus on actual education of the masses or practicality but more so on how to get people to donate. Waste of potential but great to look at if your in the area.
"[(6, 0.9315976)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.9315976)]",,Architectural nice mosque and decor is lovely too.imam very knowledgeable and friendly congregation. Very enjoyable and rewarding experience
"[(1, 0.16003716), (6, 0.7801018)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(1, 0.15995239), (6, 0.7801865)]",,"Lovely Bangladeshi community Masjid with clean facilities. No chatting, calm and quiet atmosphere. Really peaceful"
"[(0, 0.022224471), (1, 0.8221565), (2, 0.022229495), (3, 0.02222902), (4, 0.022237444), (5, 0.022229956), (6, 0.022231137), (7, 0.022231493), (8, 0.022230456)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(0, 0.022224471), (1, 0.8221563), (2, 0.022229495), (3, 0.02222902), (4, 0.022237666), (5, 0.022229956), (6, 0.022231137), (7, 0.022231495), (8, 0.022230456)]",,Masha'Allah. Nice and clean Mosque
"[(0, 0.02778121), (1, 0.02779476), (2, 0.02778888), (3, 0.027788341), (4, 0.77769923), (5, 0.027781745), (6, 0.027787473), (7, 0.02779497), (8, 0.027783355)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(0, 0.027781213), (1, 0.027794423), (2, 0.027788883), (3, 0.027788345), (4, 0.77769893), (5, 0.027781747), (6, 0.027787477), (7, 0.027795624), (8, 0.027783357)]",,Good Prayer Services
"[(0, 0.010106626), (1, 0.0101059545), (2, 0.010102622), (3, 0.010105106), (4, 0.9191634), (5, 0.010104514), (6, 0.010103409), (7, 0.010104001), (8, 0.010104294)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(0, 0.010106629), (1, 0.010105956), (2, 0.010102622), (3, 0.010105106), (4, 0.9191634), (5, 0.010104514), (6, 0.010103409), (7, 0.010104001), (8, 0.010104294)]",,"Mashallah, true commitment shown to provide excellent facilities for local Muslim Community"
"[(0, 0.01389326), (1, 0.013899776), (2, 0.013898673), (3, 0.013900249), (4, 0.013895284), (5, 0.013892188), (6, 0.013902777), (7, 0.013900357), (8, 0.8888174)]","(8, '0.012*""great"" + 0.008*""really"" + 0.006*""service"" + 0.006*""friendly"" + 0.006*""cruise""')","[(0, 0.013893262), (1, 0.013899782), (2, 0.013898678), (3, 0.013900255), (4, 0.013895287), (5, 0.013892189), (6, 0.013906177), (7, 0.013900364), (8, 0.888814)]",,Good masjid with tidy and great imams in it...I loved it..
"[(0, 0.018524243), (1, 0.8517749), (2, 0.018543968), (3, 0.018522387), (4, 0.018529002), (5, 0.018524164), (6, 0.018531272), (7, 0.018527456), (8, 0.018522609)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(0, 0.018524243), (1, 0.85177535), (2, 0.018543508), (3, 0.018522387), (4, 0.018529002), (5, 0.018524164), (6, 0.018531272), (7, 0.018527454), (8, 0.018522609)]",,Small and a great place for daily prayer.
"[(0, 0.01234838), (1, 0.012351478), (2, 0.012350507), (3, 0.012349329), (4, 0.9012031), (5, 0.012347349), (6, 0.012351179), (7, 0.012350491), (8, 0.012348212)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(0, 0.012348382), (1, 0.012351481), (2, 0.012350509), (3, 0.012349331), (4, 0.9012028), (5, 0.01234735), (6, 0.012351513), (7, 0.012350493), (8, 0.012348214)]",,Great mosque with ample prayer space and ample parking nearby.
"[(1, 0.95320314)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.95320314)]",,A beautiful mosque with clean prayer halls and a great community spirit. Please ignore all hateful comments from those who have never even visited and are just trying to defame the community.
"[(0, 0.0111129), (1, 0.011117403), (2, 0.011113943), (3, 0.011114148), (4, 0.9110788), (5, 0.011114478), (6, 0.01111593), (7, 0.011119003), (8, 0.011113449)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(0, 0.0111128995), (1, 0.011117469), (2, 0.011113942), (3, 0.0111141475), (4, 0.9110785), (5, 0.011114478), (6, 0.011115932), (7, 0.011119209), (8, 0.011113448)]",,"Nice, big, well managed mosque,  Separate section for women to pray."
"[(4, 0.9595739)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(4, 0.9595739)]",,"Lovely atmosphere, beautiful mosque. This mosque hold regular charity events such as feeding of the poor, helping other charities and collections for poppy appeal etc. Great place to learn about Islam"
