Topics,Topic Text,distributions,Unique Words,Text
"[(5, 0.9789997)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(5, 0.97899956)]",,"Visited the Sabrina boat with my husband & four children. We hadn’t pre booked but called the office on the day & managed to get booked in on the same day.
The boat ride was lovely, the children really enjoyed it & the guide on the landmarks along the river was so interesting & taught us facts we never even knew!!

I would definitely recommend & great value for money!"
"[(3, 0.97009236)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.9700859)]",,"We enjoy the boat trip immensely. The commentary was informative , the pace was lovely and gentle , a great way to experience the calm of the river and to get a feel for Shrewsbury.  We parked in nearby car park, booked on the day,  and had some refreshments onboard. Everyone loved it ."
"[(0, 0.012893809), (1, 0.012845006), (2, 0.013001282), (3, 0.7752488), (4, 0.012933083), (5, 0.17307796)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.012893809), (1, 0.012845006), (2, 0.0130014755), (3, 0.77522975), (4, 0.012933085), (5, 0.17309684)]",,"A very enjoyable little trip along the river, refreshments can be purchased on the boat, the staff were great and the commentary was very informative."
"[(0, 0.010433637), (1, 0.010456819), (2, 0.010543576), (3, 0.010491379), (4, 0.010449266), (5, 0.94762534)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(0, 0.010433637), (1, 0.010456816), (2, 0.010538243), (3, 0.010491371), (4, 0.010449264), (5, 0.94763064)]",,"Super guide on the river Stour, Capt. Roy who told us heaps of interesting information and made our boat trip fun!"
"[(0, 0.016690591), (1, 0.016677514), (2, 0.9163883), (3, 0.016852517), (4, 0.016680954), (5, 0.016710134)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(0, 0.01669059), (1, 0.016677512), (2, 0.91639906), (3, 0.01684173), (4, 0.016680954), (5, 0.016710127)]",,"Great relaxing tour of river stour,guide was very informative and funny,would highly recommend"
"[(1, 0.05580622), (2, 0.4204986), (3, 0.19326364), (5, 0.32298484)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(1, 0.055805426), (2, 0.42048946), (3, 0.19327366), (5, 0.32298473)]",,"I visited Canterbury for the second time and I just had to bring my friend along for this amazing tour! Our guide was absolutely fantastic! He was so informative, friendly and funny. We learned so much about the story of the river and surrounding areas - it was really interesting! The boat ride was also super relaxing and the views were super stunning! Honestly, I can’t recommend this tour enough and I would go back for a third time! Well done guys!"
"[(1, 0.5620658), (2, 0.40437827)]","(1, '0.013*""food"" + 0.011*""really"" + 0.010*""italian"" + 0.010*""good"" + 0.009*""restaurant""')","[(1, 0.5620387), (2, 0.4044094)]",,"Absolutely amazing River tour , great crewe Dan and deano very nice gentleman,  amazing views from the river and surrounding areas definitely recommend and will definitely be back. 🥰🥰"
"[(2, 0.9535159)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.9535173)]",,"A very nice trip down the river on board a comfortable narrow boat was just what we needed,  we had on board entertainment from Dino which kept us all amused.  Great work guys"
"[(2, 0.95351744)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.95351666)]",,"Went on the river tour and it was well worth the money for the time and guided info given, its hard knowing which one to go on and I can recommend this as value for money."
"[(2, 0.3194829), (3, 0.66562414)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(2, 0.31948322), (3, 0.66562384)]",,"The 9 of us were treated like royalty for an afternoon tea on cruise boat ""Romance"".  We were offered drinks of our choice and crisps. We were served sandwiches, amazing mini desserts and coffee or tea. The boat was tastefully decked out, scenery was beautiful as we smoothly sailed along, and the staff were wonderful. The whole experience was so therapeutic and we all thoroughly enjoyed our afternoon. Would recommend, and we're definitely returning. Thank you Riley Canal Cruises."
"[(3, 0.9795381)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.9795378)]",,"My wife and I hired out the Romance boat for our intimate wedding reception. The service provided by Bridie and the team was absolutely exceptional. They could not have been more friendly, helpful and accommodating with us in terms of what we were looking for. The trip itself, the food cooked, and the service received, was perfect. We could not have had a better day and would highly recommend Canal Boat Cruises to anyone looking for an afternoon out, or to hire for an event."
"[(3, 0.95998645)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.9599884)]",,Excellent evening. Food was very good and staff friendly. Trip along the canal passed by so smoothly it didn't seem like two and a half hours. Well worth booking.
"[(0, 0.015196248), (1, 0.015220952), (2, 0.015357716), (3, 0.9237045), (4, 0.015220249), (5, 0.015300385)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.015196249), (1, 0.015220953), (2, 0.015357575), (3, 0.92370456), (4, 0.01522025), (5, 0.015300386)]",,"Very informative tour, comfortable seating (better than some on the Thames!) warm heated, and funny host"
"[(2, 0.9720721)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.97207254)]",,"Brilliant trip, staff were very helpful and the pre recorded commentary was highly amusing.  It was a cloudy day, not overly hot outside but it was very hot and stuffy inside, couldve done with having some of the sliding windows open a crack to give a gentle through breeze to give some fresh air"
"[(0, 0.011159584), (1, 0.011181566), (2, 0.55389404), (3, 0.4013729), (4, 0.011232823), (5, 0.011159077)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(0, 0.011159569), (1, 0.0111815585), (2, 0.5527047), (3, 0.40256247), (4, 0.011232667), (5, 0.011159081)]",,Lovely tour with a great commentary 👌 the staff were helpful and friendly. Such a peaceful experience we all really enjoyed it and would recommend a trip!
"[(0, 0.012869751), (1, 0.012847018), (2, 0.93563354), (3, 0.012907253), (4, 0.012848817), (5, 0.012893656)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(0, 0.012869744), (1, 0.012847015), (2, 0.93563646), (3, 0.012905517), (4, 0.012848814), (5, 0.01289243)]",,"Beautiful scenery, very peaceful trip, knowledgeable, capable and engaging tour guide and very good value for money."
"[(2, 0.9795633)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.9795642)]",,"Booked a 50 minute cruise for us last week when visiting Oxford. We were lucky with the weather but the boat was really comfy, tables and chairs with extra blankets!
Great tour guide, really fun and interesting, able to answer all questions and also let us enjoy the peace of the river. Highly recommended.
Well organized, great communication before the trip as well."
"[(2, 0.98181355)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.98181355)]",,"We went for my wife's birthday and really enjoyed ourselves. A very relaxing time on the river listening to interesting stories from the skipper, watching the world go by and nibbling on the cream tea. Would highly recommend it. You can even fit in a trip to Bister Village beforehand if you want as there's enough time before disembarking at 12:30pm. We paid £7 to stay in Westgate car park which is only 5-10 mins away. So that may suit you better than the park and ride."
"[(2, 0.9651442)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.96514463)]",,"Modern clean boat. Sensible covid measures in place. The tour was very interesting, cracking scenery all brought to life with fascinating info from the guide Sean, who was very good and pitched the info for kids and adults with humour."
"[(3, 0.28462267), (5, 0.69051427)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(3, 0.28462997), (5, 0.69050694)]",,"I loved this cruise. Each member of staff was friendly, welcoming and polite. Boarding was efficient and provided information about both the upper and lower decks. The guides onboard made the trip a memorable experience with their sense of humour and knowledge. For me, this was the highlight of Fort Augustus."
"[(3, 0.96783406)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.9678344)]",,The tour guide John delivered his commentary in a funny way and there was a snack bar where you can a coffee or a bag of chips. You might get soaked in water on the top deck so please beware. Overall it was a pleasant one hour cruise.
"[(5, 0.97294766)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(5, 0.9729501)]",,"Was not kept waiting for an age for an operative to answer phone. Reply to questions clear and concise.  All information necessary was given at the time of booking.  Operatives went out of their way to book exactly the holiday and flights I requested
Would book with River Cruising again and would recommend them to friends."
"[(5, 0.97800153)]","(5, '0.009*""energy"" + 0.008*""time"" + 0.006*""service"" + 0.006*""lovely"" + 0.006*""great""')","[(5, 0.9780017)]",,"We completed the form and contact was made within a few hours. All the details were made very clear and we were able to confirm our desire to book the cruise. The very next day we received the information with the details. Although we are unable to book our flight, they have assured us that we will have a choice of two airport and will be in touch when the flights are released.
We feel very confident that we will enjoy this cruise and that all the arrangements are to our liking."
"[(0, 0.013899053), (1, 0.0138996), (2, 0.013939915), (3, 0.93034595), (4, 0.013958138), (5, 0.013957278)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.0138990525), (1, 0.013899599), (2, 0.013939916), (3, 0.93034583), (4, 0.013958128), (5, 0.013957499)]",,"Gillian from River cruising was very professional, knowledgable , helpful and pleasant through out our booking a river cruise. Recommend."
"[(0, 0.012868252), (1, 0.012882672), (2, 0.9355442), (3, 0.0129399765), (4, 0.012878098), (5, 0.012886795)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(0, 0.012868262), (1, 0.012882685), (2, 0.9355359), (3, 0.012948278), (4, 0.01287811), (5, 0.012886809)]",,The food was good the staff polite and attentive and the commentary informative   a good way to spend a couple of hours
"[(0, 0.9439919), (1, 0.011161966), (2, 0.011230093), (3, 0.0112908), (4, 0.011167477), (5, 0.011157805)]","(0, '0.013*""place"" + 0.008*""great"" + 0.008*""staff"" + 0.008*""friendly"" + 0.005*""bjj""')","[(0, 0.94400525), (1, 0.011161957), (2, 0.011230176), (3, 0.0112773655), (4, 0.011167468), (5, 0.011157801)]",,"Fantastic to see all the points on river. The lodge is bright and  modern.. pity boats and food is stuck in 70's.

Staff were excellent & attentive!!"
"[(2, 0.9690104)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.9690104)]",,"Great way to have a party on a very steady ride up and down the river. Couple of decks to eat in, each with a bar and dance floor area, and space to hang outside at the back (stern). All the staff pleasant and welcoming too. Would recommend for a work party or similar."
"[(0, 0.012847032), (1, 0.012894086), (2, 0.5681731), (3, 0.38031846), (4, 0.012905208), (5, 0.01286208)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(0, 0.012847034), (1, 0.012894087), (2, 0.56816554), (3, 0.38032606), (4, 0.01290521), (5, 0.012862079)]",,"Well worth a trip gives you plenty of history of the river, nice n relaxing plus they have a bar"
"[(0, 0.0111459205), (1, 0.011150416), (2, 0.0112119755), (3, 0.9441342), (4, 0.011214445), (5, 0.011143092)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.01114592), (1, 0.011150414), (2, 0.01121015), (3, 0.94413596), (4, 0.0112144975), (5, 0.011143091)]",,"Brilliant cruise on the river Ouse,could highly recommend this company, the staff were very caring and gave an  informative commentary. Well done."
"[(2, 0.97206044)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.9720598)]",,"Amazing way to spend some time and see the city from a different perspective! We did it in quite good weather but it would’ve been just as amazing in colder weather. Super dog friendly and the staff were lovely :)
There was even an ice cream boat that you could by from the water, on the journey! See pictures."
"[(3, 0.99636954)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.99636954)]",,"The London Eye River Cruise is a delightful and scenic way to explore the iconic River Thames and soak in the breathtaking sights of London. Departing from the London Eye Pier, this leisurely boat tour takes passengers on a captivating journey along the river, offering panoramic views of the city's most famous landmarks.

As you embark on the cruise, you'll find yourself gliding past a picturesque backdrop of historic and modern architecture. From the majestic Tower Bridge to the grandeur of the Houses of Parliament and the iconic London Eye itself, the cruise provides a unique vantage point to admire these renowned landmarks from a different perspective.

The knowledgeable guides onboard share fascinating stories and interesting facts about the history, culture, and significance of the sites along the river. Their commentary adds depth and context to the experience, allowing you to gain a deeper understanding of the rich heritage and vibrant atmosphere of London.

The cruise is not just about sightseeing; it also offers a relaxing and enjoyable experience on the water. As you drift along the river, you can sit back, unwind, and appreciate the tranquil surroundings. The gentle sway of the boat and the cool breeze create a soothing atmosphere, making it a perfect opportunity to take a break from the bustling city and enjoy a moment of tranquility.

The London Eye River Cruise is suitable for visitors of all ages and interests. Whether you're a history buff, a photography enthusiast, or simply someone who appreciates stunning cityscapes, the cruise provides a captivating journey that showcases the best of London's iconic landmarks.

The cruise itself typically lasts around 40 minutes, allowing ample time to capture memorable photographs, listen to the engaging commentary, and soak in the mesmerizing views. It's a fantastic way to capture the essence of London's riverside charm and create lasting memories.

With its convenient departure point near the London Eye, the river cruise is easily accessible and can be seamlessly combined with a visit to other nearby attractions or a leisurely stroll along the riverbank.

The London Eye River Cruise offers a unique and enchanting experience that combines sightseeing, relaxation, and informative commentary. It allows visitors to appreciate the beauty and grandeur of London's riverside landmarks while enjoying a serene journey along the iconic River Thames."
"[(0, 0.45231998), (2, 0.5082238)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(0, 0.45232522), (2, 0.5082172)]",,This tour was pretty awesome. Our tour guide had a funny way of explaining the history of the fancy buildings around the river. We had fun here. The money was worth it.
"[(0, 0.010437889), (1, 0.010424835), (2, 0.94773185), (3, 0.010524891), (4, 0.010431436), (5, 0.010449081)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(0, 0.010437889), (1, 0.010424835), (2, 0.9477319), (3, 0.010524847), (4, 0.010431436), (5, 0.010449081)]",,This was a highlight of our trip - Ben the guide was hilarious and we thoroughly enjoyed the 40 min trip. Was actually more enjoyable than the London Eye although we did both and they were both great.
"[(3, 0.96780086)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.96779454)]",,I really loved the sightseeing tour with this company! The tour guide was funny and gave comprehensive explanations about every iconic landmark along the Thames River. I would really recommend this tour to my other friends who will visit London in the future!
"[(2, 0.98181385)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.98181367)]",,"Really enjoyed our boat ride to Greenwich, fantastic value-£18.50 for a 2 hour round trip taking in all the sights then free time to explore Greenwich. We were pleasantly surprised by how nice Greenwich is to walk around and how much there is to see up there, especially the park and maritime museum. The guide on the boat was also very good- engaging and interesting information about all the sights we were passing, including more obscure facts. You also have a choice of sitting indoors or out on the deck."
"[(2, 0.59356815), (5, 0.38159126)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.5935579), (5, 0.3816015)]",,The Thomas Dogit boat trip was the best we had been on the Tour guide was brilliant and made this trip so enjoyable and fun. He had amazing facts about different parts of the river banks and made then fun to remember Definitely Recommend A Visit on this Boat Trip.
"[(3, 0.9821981)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.9821981)]",,"Lovely 90 minute cruise on The Caversham Lady from Caversham Bridge to Mapledurham Lock. The skipper provided a running commentary for the first 45 minutes with lots of interesting facts about the river and local sights. The price was reasonable and Saturday at 11am was dead quiet in summer holidays (families do weekday trips on a deal apparently). Just my wife, our son, and another couple. There is a bar on board for teas and beers and you can pay with contactless. A lovely day out on the river."
"[(0, 0.9773227)]","(0, '0.013*""place"" + 0.008*""great"" + 0.008*""staff"" + 0.008*""friendly"" + 0.005*""bjj""')","[(0, 0.9773224)]",,We hired the Caversham Princess as our wedding transport back in July this year and couldn't have been more pleased! The Thames Rivercruise team were amazing to deal with from start to finish and even despite the poor weather conditions on the day the journey was extremely smooth and enjoyable. All our guests commented on how great the boat and the team were. Thank you so much! Jess & Russell
"[(3, 0.97948056)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.9794805)]",,"Following a phone call to Laura we booked a Sunday lunch cruise, everything was very well organised. We had a lovely relaxing time taking in the views, also heard some interesting stories shared by a crew member. Lunch was delicious. One of our party had mobility issues and all of the staff were so helpful and friendly. I highly recommend. Ths was our second cruise and we'll definately come again."
"[(2, 0.96184736)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.96184766)]",,"2nd time we go on this cruise with the Sunday Lunch roast dinner and we loved it! The staff is very friendly, the food is delicious with big portions, the view is amazing and we like the tour too! Highly recommend it!"
"[(1, 0.90800226), (4, 0.07094772)]","(1, '0.013*""food"" + 0.011*""really"" + 0.010*""italian"" + 0.010*""good"" + 0.009*""restaurant""')","[(1, 0.90810376), (4, 0.07084619)]",,Had my hen party with city centre cruises and would definitely use them again. Made it really easy to book and dropped decorations off which they set up in the boat for me. Really nice staff and amazing food. The dj and karaoke is well worth getting. Thank you so much for a brilliant night x
"[(3, 0.99172187)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.99172187)]",,"⭐⭐⭐⭐⭐

My recent experience with City Centre Cruises in Manchester was nothing short of exceptional! From the moment we stepped aboard Emmeline Pankhurst, it was evident that this was going to be an unforgettable journey.

Firstly, the food was outstanding! A delectable selection that not only tantalized the taste buds but also showcased the culinary expertise of the onboard chefs.

Yet, what truly made this experience extraordinary was the impeccable hospitality provided by Amon and Sarah. They epitomized cruise hospitality at its finest! Their warmth, attentiveness, and genuine care for every guest onboard added an extra layer of delight to the entire cruise.

Amon and Sarah's professionalism and friendliness were unparalleled. They effortlessly catered to every need, ensuring everyone felt welcomed and pampered throughout the journey. Their knowledge about the cruise, coupled with their enthusiasm, enhanced the overall experience significantly.

The ambiance onboard was delightful, the views of Manchester from the cruise were stunning, and the service was top-notch. But it was truly Amon and Sarah who elevated this experience to something truly memorable."
"[(0, 0.011226049), (1, 0.011200347), (2, 0.011245248), (3, 0.9440742), (4, 0.01112072), (5, 0.01113341)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.011226054), (1, 0.011200351), (2, 0.011248421), (3, 0.94407105), (4, 0.011120718), (5, 0.011133409)]",,"Must have when you visit Birmingham. The guide telling the history of the canals was an authentic and great storyteller, we enjoyed every minute of this experience."
"[(2, 0.9729514)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.9729528)]",,"Excellent boat trip. Alan the ""tour guide"" gave a very informative and highly entertaining commentary of the canal way of life.
I will always look at canal bridges & canal banks from a new perspective, if you want to know why, .....go on his tour!!
Highly recommend and a bargain price."
"[(0, 0.011129444), (1, 0.011125627), (2, 0.011224636), (3, 0.94427127), (4, 0.011119442), (5, 0.011129537)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(0, 0.011129441), (1, 0.011125625), (2, 0.011217397), (3, 0.94427854), (4, 0.01111944), (5, 0.011129534)]",,"Excellent tour, very reasonably priced and the guided commentary was fantastic. The guide is obviously a very well-informed history buff! Highly recommend."
"[(2, 0.8096952), (3, 0.1610997)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.80970055), (3, 0.16109414)]",,"Fab 2 hour tour with family down the canal.The barge was clean,staff organised and very helpful. We had afternoon tea and prosecco. Sandwiches were tasty and fresh,nice selection of cakes.We loved the 60's music playing in the background too.Recommended."
"[(2, 0.9800542)]","(2, '0.017*""great"" + 0.012*""good"" + 0.011*""tour"" + 0.010*""staff"" + 0.010*""recommend""')","[(2, 0.9800533)]",,"As long as you realise you are NOT on  the ocean but are on a canal, it's actually a great little journey.
The catering is good, you can drink as much tea or coffee as you want.
The scenery included some rural images with newly born lambs along the canal bank playing with each other at the time of our trip being the highlight.
All in all, a thoroughly enjoyable 2 hours especially with the staff being so friendly, helpful and always very alert to your requests and wishes!(within reason)"
"[(3, 0.9867125)]","(3, '0.012*""great"" + 0.010*""river"" + 0.009*""recommend"" + 0.008*""cruise"" + 0.008*""helpful""')","[(3, 0.98671275)]",,"Stumbling across Georgie’s by happenstance and never having been on a barge before I booked a two hour afternoon tea cruise.

The experience was delightful from booking right through to the excursion itself. Having adopted a gluten free approach in between making the booking and the trip itself, Jess couldn’t have been more helpful in making the change.

On the day, the setting in the boat was lovely, the food exceeded expectations and the service was spot on. Two hours just flew by and it was a very relaxing outing. I’m six feet tall and any anxieties that I had about being squashed in were completely unnecessary as the seating and space was appropriate and very adequate. Looking forward to another trip and a different theme soon."
