Topics,Topic Text,distributions,Unique Words,Text
"[(5, 0.9609152)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(5, 0.9609183)]",,"Lovely atmosphere, beautiful mosque. This mosque hold regular charity events such as feeding of the poor, helping other charities and collections for poppy appeal etc. Great place to learn about Islam"
"[(0, 0.0143176755), (1, 0.01430116), (2, 0.014312568), (3, 0.014357769), (4, 0.014326432), (5, 0.91407657), (6, 0.01430785)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(0, 0.014317669), (1, 0.014301158), (2, 0.014312563), (3, 0.014353599), (4, 0.014326424), (5, 0.9140808), (6, 0.014307847)]",,One of the best few mosque in the uk very clean very organised best management team
"[(2, 0.99046534)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(2, 0.9904651)]",,"Assalamu alaikum,

Dear volunteers and team at EIC. I just wanted to express my written gratitude to each of you including our dear Imam Muhammad, Shaykh Fahim, Shaykh Muhammad Saleh, Ustadh Nouman and every single volunteer who made this Ramadan a tremendously smooth spiritually uplifting month full of khayr.

May Allah swt allow it to weigh heavy on your scale of good deeds and a means by which we all attain maghfirah and jannatul firdaus through His Mercy.

From the beautiful Quran recitation, to the class from Ustadh Nouman at the end, the delicious iftaars, the organised car parking, the well maintained cleanliness of the bathrooms, the openness to families especially younger children, the crèche facilities upstairs and everything in between. Firstly, we thank Allah (swt) and secondly each of you including those behind the scenes who many may not see but Allah (swt) knows about.

JazakumAllah khayr"
"[(0, 0.015889429), (1, 0.015878728), (2, 0.015898557), (3, 0.015884303), (4, 0.015915709), (5, 0.015891727), (6, 0.9046415)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(0, 0.015889425), (1, 0.015878724), (2, 0.015898556), (3, 0.015884299), (4, 0.015915612), (5, 0.015891723), (6, 0.9046416)]",,Probably the only diverse masjid that caters for all...plenty activities and awesome community
"[(0, 0.9427019)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.9426961)]",,"The prayers area is larage enough
There are many varietes of community activites for men,women and youth
Clean toilets and wadou areas"
"[(5, 0.9731687)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(5, 0.9731686)]",,Prayed Juma several times. Two juma prayers in about 1 hour apart which is very flexible. The time of the prayer changes and you check that by searching Madina Mosque levenshulme prayer time. The food stall outside the mosque after Juma prayer are real tasty amd very good quality.
"[(0, 0.017897943), (1, 0.01788514), (2, 0.017864509), (3, 0.0179043), (4, 0.89266473), (5, 0.017903041), (6, 0.017880324)]","(4, '0.012*""food"" + 0.011*""good"" + 0.010*""great"" + 0.009*""pasta"" + 0.007*""staff""')","[(0, 0.017897857), (1, 0.017885141), (2, 0.01786451), (3, 0.017904192), (4, 0.89266485), (5, 0.017903142), (6, 0.017880326)]",,"Peaceful atmosphere for prayers and worship.
Locals are welcoming and warm."
"[(2, 0.9669906)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(2, 0.9669896)]",,"Nicely maintained Masjid being very effectively managed by an efficient and very active Masjid Committee of the worshippers who come, pray and bow before Allah, The Mightiest of all, 5 times a day... May Allah SWT reward all of you for the sacred cause..
Well done all."
"[(0, 0.013003217), (1, 0.013005946), (2, 0.013039485), (3, 0.9219004), (4, 0.013010844), (5, 0.013030152), (6, 0.013009936)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.013003218), (1, 0.013005947), (2, 0.013039377), (3, 0.9219005), (4, 0.013010845), (5, 0.013030154), (6, 0.013009937)]",,"Use the back door to enter the masjid in the gated parking.

Very warm and clean mosque."
"[(0, 0.014308247), (1, 0.014343741), (2, 0.9140669), (3, 0.014305064), (4, 0.014300589), (5, 0.014346314), (6, 0.014329116)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(0, 0.01430825), (1, 0.014343783), (2, 0.9140615), (3, 0.014305068), (4, 0.014300591), (5, 0.014351647), (6, 0.014329126)]",,Descent and humble place for prayer and I know they have good teaching for holy quran
"[(0, 0.010221066), (1, 0.9386118), (2, 0.010239373), (3, 0.01022653), (4, 0.010249203), (5, 0.010238502), (6, 0.010213514)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(0, 0.010221071), (1, 0.9386048), (2, 0.010239396), (3, 0.010226537), (4, 0.010256208), (5, 0.010238515), (6, 0.010213518)]",,"Beautiful and peaceful place of worship. Congregation from all ethnicities,all praying to the One God. May He accept our sincere worship.Ameen."
"[(0, 0.013002026), (1, 0.012997303), (2, 0.013058028), (3, 0.013011761), (4, 0.0129959155), (5, 0.9219394), (6, 0.012995594)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(0, 0.013002027), (1, 0.012997304), (2, 0.013058016), (3, 0.013011762), (4, 0.012995916), (5, 0.9219394), (6, 0.012995595)]",,"Jazakum Allah Khair.

Very clean and spacious prayer space. There is a designated area for sisters too."
"[(0, 0.01100551), (1, 0.011006384), (2, 0.010994289), (3, 0.93397653), (4, 0.010994168), (5, 0.011009602), (6, 0.011013478)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.011005505), (1, 0.011006383), (2, 0.010994289), (3, 0.9339769), (4, 0.010994167), (5, 0.011009525), (6, 0.011013213)]",,"I experienced Salah and heard adzan there. The place is clean and organized. For females, the Salah place is separated and safe."
"[(0, 0.9218197), (1, 0.013017825), (2, 0.013017628), (3, 0.013083391), (4, 0.013037227), (5, 0.01302009), (6, 0.013004144)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.921825), (1, 0.01301782), (2, 0.013017624), (3, 0.013078125), (4, 0.013037218), (5, 0.013020085), (6, 0.013004142)]",,"The guys are friendly and helpful, the facility is well laid out and the process of trash disposal is very efficient. ⭐️⭐️⭐️⭐️⭐️"
"[(0, 0.020478727), (1, 0.020485993), (2, 0.020518271), (3, 0.5754239), (4, 0.02044918), (5, 0.020458743), (6, 0.32218522)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.020478703), (1, 0.020486027), (2, 0.020518338), (3, 0.5755788), (4, 0.02044917), (5, 0.020458734), (6, 0.3220302)]",,"Very well organised, safe and friendly recycling bank"
"[(0, 0.014328874), (1, 0.014339301), (2, 0.014314099), (3, 0.73128015), (4, 0.014308724), (5, 0.014322595), (6, 0.19710618)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.014328876), (1, 0.014339302), (2, 0.014314099), (3, 0.7312575), (4, 0.014308724), (5, 0.014322595), (6, 0.19712895)]",,"All of the staff were friendly and very helpful, which is great when you are unsure where to put your recycling. Well done."
"[(0, 0.14819671), (2, 0.4056309), (3, 0.4079427)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.14800605), (2, 0.40578455), (3, 0.40797967)]",,"Good site, clean and tidy, never much in the way of queues, staff are helpful and their opening hours are good also"
"[(1, 0.97313964)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(1, 0.9731397)]",,"This recycling centre/tip is well laid out into sections and if you're familiar with what goes where and load your vehicle accordingly, you can be in and out in next to no time. There's always someone on hand to help you out if you're not sure what goes where, and they have a signed area on display that says how well the area has done on recycling the previous month."
"[(0, 0.011015648), (1, 0.011020847), (2, 0.011005346), (3, 0.33852923), (4, 0.011001014), (5, 0.011007255), (6, 0.6064207)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(0, 0.011015648), (1, 0.011020847), (2, 0.011005346), (3, 0.33851367), (4, 0.011001014), (5, 0.011007255), (6, 0.6064362)]",,Nice and clean recycling centre friendly staff easy to find great locations just near the cemetery.
"[(2, 0.47658506), (3, 0.4756722)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(2, 0.47653672), (3, 0.47572058)]",,Great place to get rid of unwanted household rubbish everything is clean tidy and sorted into relevant recycling places
"[(3, 0.64134586), (4, 0.3108874)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.64127254), (4, 0.3109607)]",,Safe an well organised the staff on site are also really helpful whilst also getting people to recycle correctly
"[(0, 0.020435462), (1, 0.020439783), (2, 0.020437203), (3, 0.87735957), (4, 0.02043464), (5, 0.020439994), (6, 0.020453323)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.02043547), (1, 0.020439807), (2, 0.020437188), (3, 0.8773591), (4, 0.020434646), (5, 0.020440016), (6, 0.020453803)]",,"Great recycling centre, very clean and with helpful staff"
"[(0, 0.46636835), (1, 0.01303708), (2, 0.013036541), (3, 0.46847835), (4, 0.013026326), (5, 0.013030607), (6, 0.013022725)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.46867406), (1, 0.01303705), (2, 0.013036484), (3, 0.46617293), (4, 0.013026254), (5, 0.013030553), (6, 0.01302268)]",,Always clean and well organised friendly staff this is a good place to recycle your waste.
"[(0, 0.90452355), (1, 0.015897814), (2, 0.015910335), (3, 0.015970958), (4, 0.015901519), (5, 0.015901051), (6, 0.015894732)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.90452284), (1, 0.015897814), (2, 0.015910335), (3, 0.01597169), (4, 0.015901519), (5, 0.015901051), (6, 0.015894732)]",,"Well organised, clean and tidy and no queues if you pick the right time!"
"[(0, 0.020452358), (1, 0.020437537), (2, 0.020432219), (3, 0.8774011), (4, 0.020428037), (5, 0.020430408), (6, 0.02041831)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.020452373), (1, 0.020437537), (2, 0.020432219), (3, 0.8774011), (4, 0.02042804), (5, 0.02043041), (6, 0.020418312)]",,A well organized recycling center with helpful staff.
"[(0, 0.010229792), (1, 0.010236981), (2, 0.010260009), (3, 0.16373163), (4, 0.010223491), (5, 0.7850895), (6, 0.010228587)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(0, 0.010229793), (1, 0.010236977), (2, 0.010260013), (3, 0.1638001), (4, 0.010223493), (5, 0.785021), (6, 0.0102285845)]",,"An outstanding recycling centre - plenty of space, great staff, never ridiculously busy if you choose your time wisely."
"[(0, 0.9386537), (1, 0.0102238655), (2, 0.010243537), (3, 0.010241145), (4, 0.010212766), (5, 0.010209787), (6, 0.010215222)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.9386539), (1, 0.0102238655), (2, 0.010243492), (3, 0.010240968), (4, 0.010212766), (5, 0.010209787), (6, 0.010215222)]",,"Almost always quick and easy to recycle waste here, disposal facilities for all types of waste including clothes and shoes."
"[(4, 0.96695274)]","(4, '0.012*""food"" + 0.011*""good"" + 0.010*""great"" + 0.009*""pasta"" + 0.007*""staff""')","[(4, 0.9669529)]",,"Staff are friendly and helpful
Tip is clean and well organised, the only let down is the public who insist on waiting for the skip they want with 10 cars queuing behind them to get rid of a microwave that you managed to carry to the car so walking 10 feet with it will be chaos"
"[(0, 0.01591362), (1, 0.015917523), (2, 0.01594223), (3, 0.90455997), (4, 0.015879866), (5, 0.015876325), (6, 0.0159104)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.015913736), (1, 0.015917454), (2, 0.015947405), (3, 0.9045547), (4, 0.015879864), (5, 0.015876325), (6, 0.015910506)]",,"Easy access, helpful staffs, clear signs for different waste."
"[(0, 0.017920867), (1, 0.017899115), (2, 0.017891005), (3, 0.8926093), (4, 0.017882887), (5, 0.017892629), (6, 0.017904202)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.017917175), (1, 0.01789907), (2, 0.017890994), (3, 0.8926131), (4, 0.01788288), (5, 0.01789262), (6, 0.017904155)]",,Well organised recycling centre recommended friendly staff
"[(0, 0.010232212), (1, 0.93859476), (2, 0.010251847), (3, 0.010251197), (4, 0.010229629), (5, 0.010221765), (6, 0.010218625)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(0, 0.010232213), (1, 0.93859285), (2, 0.010253728), (3, 0.010251202), (4, 0.01022963), (5, 0.010221765), (6, 0.010218624)]",,"The staff are helpful. And every area is easy to identify , cardboard , metal, wood , electrical, non recyclable waste"
"[(3, 0.9656614)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.96566117)]",,"The site is kept exceptionally clean and the staff are very helpful. They will advise you of recycling locations within the site for your particular recycling.
They will also help with heavy and awkward items. There is a huge selection of bays for separating your recycling. Very impressive."
"[(0, 0.017898543), (1, 0.017887086), (2, 0.017866923), (3, 0.8926918), (4, 0.017881759), (5, 0.017887939), (6, 0.017885964)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.017898453), (1, 0.01788701), (2, 0.017866923), (3, 0.89269197), (4, 0.017881759), (5, 0.017887926), (6, 0.017885959)]",,"Lots of recycling options. Easy access, and helpful staff"
"[(0, 0.028701628), (1, 0.028664645), (2, 0.028730683), (3, 0.6625112), (4, 0.19398482), (5, 0.028735243), (6, 0.028671771)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.028701719), (1, 0.028664699), (2, 0.028730797), (3, 0.6626103), (4, 0.19388525), (5, 0.028735366), (6, 0.028671844)]",,Good access and helpful staff.
"[(3, 0.9548265)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.9548261)]",,"The facility has a very easy access, great signs given direction per disposal and staff are very helpful. My go to place to disposal  any unwanted and/or damaged goods."
"[(0, 0.010220347), (1, 0.010212281), (2, 0.010216906), (3, 0.93869287), (4, 0.010218508), (5, 0.010227551), (6, 0.010211564)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.010220348), (1, 0.010212281), (2, 0.010216907), (3, 0.93869275), (4, 0.010218509), (5, 0.010227594), (6, 0.010211565)]",,The men up on the recycling bins are always very polite and willing to help if your struggling to move and carry something from your car. And organised.
"[(0, 0.57653695), (1, 0.023856154), (2, 0.023852231), (3, 0.30420873), (4, 0.023851471), (5, 0.023849532), (6, 0.023844954)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.5764423), (1, 0.023856148), (2, 0.023852227), (3, 0.3043034), (4, 0.023851465), (5, 0.023849526), (6, 0.023844957)]",,A well run facility with very helpful staff.
"[(6, 0.96819496)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(6, 0.96819437)]",,"The recycling centre now has dedicated collection points for many more recycling  streams than it originally offered. It also has reuse points on the right as you drive in for furniture, CDs, computer games, laptops, footwear and I think clothing. The staff are friendly and knowledgeable."
"[(1, 0.23958157), (3, 0.7127023)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(1, 0.23961522), (3, 0.71266866)]",,Helpful & professional staff who are always ready to advise on  best way to  recycle items. Place is kept very clean & tidy.
"[(5, 0.99204797)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(5, 0.9920478)]",,"I would like to say a big ‘Thank you’ to John, Chris, Jamie, Dave, Rob, Glenda, Donald, Rob M and the whole hard working, team at Rosehill Refuse Depot.

For all the years I have been using this tip I have always found the staff to be friendly, polite, and very helpful  - come rain, hail, snow, freezing temperatures! or baking hot!.
The site is spotless and they are always on hand to help and assist me with things I can’t lift /carry or when i’m not sure which container to use.

Clearly they take pride in what they do and this is reflected in everything I’ve mentioned above. They  have even made a beautiful little garden area which is full of bee friendly flowers, grasses and ornaments.  It is so creative and has obviously taken a lot of work which they didn’t need to do. Another special touch which makes this depot a pleasure to visit.
Thank you to all involved with this .... and a special mention to Chris and John in particular who’s care and love for nature and the environment are clearly apparent - such truly commendable qualities to possess.

A fantastic team, thanks to each and everyone of you - you should be very proud of yourselves 😊

10/10 ⭐️ ⭐️⭐️⭐️⭐️"
"[(1, 0.9703373)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(1, 0.97034025)]",,"Well sign posted and segregated for different types of recycling ♻️
Plenty of space and staff who are kind and helpful.
Great place to get rid of your unwanted items and recycle ♻️
Good place to put your unwanted but use able items for other people to use ♻️"
"[(1, 0.9609687)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(1, 0.96096843)]",,A Manager in the Making ... Not meet somebody that was as Professional as Daniel was at Suez Recycling Centre Sharston that was so Professional in a long. Very informative and knowledgeable about the Recycling process and the structure of Suez and Suez's goals and targets.
"[(1, 0.94259024)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(1, 0.942584)]",,"What a lot of recycling
And a lady member of staff was brilliant at helping me put lots of different things in the right places.
Thank you M"
"[(3, 0.9523266)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.9523263)]",,Organised tidy and helpful staff on hand to help you recycle your rubbish. If you have unwanted or unloved furniture you can always put it in the large recycling container for a charity.
"[(0, 0.028665317), (1, 0.02868487), (2, 0.02863035), (3, 0.028793188), (4, 0.028630631), (5, 0.028631683), (6, 0.82796395)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(0, 0.028665233), (1, 0.028684752), (2, 0.028630303), (3, 0.028764507), (4, 0.028630583), (5, 0.028631631), (6, 0.827993)]",,Friendly staff easy drop
"[(0, 0.01022204), (1, 0.010219664), (2, 0.010236866), (3, 0.010223796), (4, 0.010220198), (5, 0.010228493), (6, 0.93864894)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(0, 0.010222041), (1, 0.010219665), (2, 0.010239811), (3, 0.010223797), (4, 0.0102202), (5, 0.010228527), (6, 0.9386459)]",,Great directions on arrival and pointed me in the right direction as to where to dump my stuff. Very refreshing to receive such great and friendly service.
"[(0, 0.0119257085), (1, 0.01192023), (2, 0.011917022), (3, 0.7547176), (4, 0.011932638), (5, 0.18567406), (6, 0.01191279)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.011925708), (1, 0.01192023), (2, 0.011917021), (3, 0.7546821), (4, 0.011932636), (5, 0.18570949), (6, 0.011912789)]",,"I've always found this recycling site to be welcome organised, clean and the staff helpful and approachable."
"[(2, 0.98349094)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(2, 0.9834909)]",,"It's a great dump. Working 9 till 6 during the Covid Era, well organised and manned, bring your rubbish and recycle. Need help? The crew are more than happy to tell you where to stick your garden waste, in the nicest possible way. Almost.

They'll take clothes ( bagged), TVs, fluorescent tubes, old batteries, dodgy chemicals, and most household recycling. WON'T TAKE PLASTERBOARD, apparently asbestos hazard. Now have the refuse charity shop cabin for re-usable rubbish.
Top tipping....."
"[(1, 0.379086), (5, 0.60254437)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(1, 0.37908688), (5, 0.6025435)]",,"I use this site a great deal as I loath stuff sitting around. If it is in fair to good condition I put it for sale at the site shop  I love the fact that someone else can get use out of it. The site its self is fabulous, well organised and so east to dispose of rubbish. There are more than enough places to park and everything is in walking distance even for heavy items."
"[(0, 0.1577934), (1, 0.010233979), (2, 0.20960766), (3, 0.59167606), (4, 0.010228754), (5, 0.010230218), (6, 0.01022989)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.15757652), (1, 0.010234007), (2, 0.20974906), (3, 0.5917515), (4, 0.01022875), (5, 0.01023022), (6, 0.010229897)]",,The staff who work there are always friendly and helpful. Well laid out and organised recycling site with great opening hours.
"[(0, 0.9494273)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.9494264)]",,"I love Lumns Lane tip. It's organised, staff are friendly and helpful, and it's clean and tidy. Excellent. Best of all it doesn't stink like some tips."
"[(0, 0.011916236), (1, 0.92838013), (2, 0.011925475), (3, 0.011993873), (4, 0.011925169), (5, 0.011945161), (6, 0.011913943)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(0, 0.011916234), (1, 0.9283852), (2, 0.011925473), (3, 0.011988821), (4, 0.011925167), (5, 0.011945156), (6, 0.011913942)]",,On site staff are super helpful about guiding you around the site and advising on what to do with the recyclables you've brought with you.
"[(0, 0.011006942), (1, 0.011034056), (2, 0.011023509), (3, 0.011032815), (4, 0.011005434), (5, 0.9338522), (6, 0.011045082)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(0, 0.011006944), (1, 0.01103406), (2, 0.011023513), (3, 0.011032819), (4, 0.011005436), (5, 0.9338498), (6, 0.011047385)]",,"A very pleasant, efficient, safe and cost effective way of disposing of confidential documents - Andrew was really helpful!"
"[(6, 0.9494594)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(6, 0.9494564)]",,I called about disposing of some household sensitive documents and within 10 minutes I was dropping them off and they were securely recycled. Fast friendly service would highly recomend
"[(1, 0.9773618)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(1, 0.9773642)]",,"This   Centre provides an extremely valuable service to the Community  from which they recycle waste paper.
The Staff, ranging from The Manager Paul to  the receptionist, always provide excellent  Customer Service  on every occasion   either by phone or in Person.
I will continue to use this company in future for all my waste paper disposal needs .
A Highly recommended Company in North Manchester."
"[(3, 0.95912033)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.9591204)]",,"This is my local waste disposal area , its always staffed by helpful staff  and is kept tidy and free from debris in the parking areas.
Has lots of disposal types so sorting your waste is essential."
"[(0, 0.013010366), (1, 0.013004514), (2, 0.012999484), (3, 0.9219904), (4, 0.012994364), (5, 0.013003756), (6, 0.012997161)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.01301037), (1, 0.013004513), (2, 0.012999485), (3, 0.9219904), (4, 0.012994365), (5, 0.013003761), (6, 0.0129971625)]",,Very clean and organised for a recycling centre  plenty of staff on hand if any questions needed answers.
"[(0, 0.6253726), (3, 0.356271)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.6253145), (3, 0.3563291)]",,"Nice, clean, tidy and good organized recycling centre. I highly recommend this place for households rubbish or unwanted items and garden waste. Please remember, entry just for vehicle under 2 metres high only (No transit vans or trailers-only with promise). No trade waste allowed. Also there is a container for good, undamaged goods to donate as charity and  clothes banks."
"[(2, 0.979557)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(2, 0.9795571)]",,"Very well organised recycle centre.  There is a  large capacity dumping tips areas for different products such and household burnable waste, cardboard, small appliances, scrap metal,  bottles, cans and plastic tip, wood, garden waste etc. Today there was a 15 minutes queue in the afternoon. But once through  it did not take long to dump many bags in different bins. Staff a plite and very helpful."
"[(0, 0.9703737)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.97037387)]",,"Very organised and clean place to go. There are clearly marked bays and also have recycling of oil, electronic items, tyres, gardening waste as well as general and paper waste.
The road to this place needs to be repaired and the speed breakers need to be clearly marked."
"[(0, 0.017887808), (1, 0.017904373), (2, 0.017920766), (3, 0.017964328), (4, 0.017881243), (5, 0.01789133), (6, 0.8925501)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(0, 0.017887801), (1, 0.01790436), (2, 0.01792075), (3, 0.017958343), (4, 0.017881237), (5, 0.017891323), (6, 0.89255613)]",,Great staff and easy to dispose of household goods x
"[(0, 0.011916281), (1, 0.92839617), (2, 0.011929306), (3, 0.011977818), (4, 0.011914266), (5, 0.011926645), (6, 0.011939549)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(0, 0.011916283), (1, 0.92838395), (2, 0.011929314), (3, 0.011989961), (4, 0.011914268), (5, 0.011926651), (6, 0.011939561)]",,Really helpful and pleasant chaps at the recycling centre giving advice and helping sort your rubbish
"[(0, 0.015906604), (1, 0.015919311), (2, 0.015900658), (3, 0.015899362), (4, 0.015897673), (5, 0.9045448), (6, 0.015931644)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(0, 0.015906606), (1, 0.015919192), (2, 0.015900664), (3, 0.015899366), (4, 0.015897678), (5, 0.9045397), (6, 0.015936775)]",,Great help from the workers and on good days youre in and out in less than 15 mins .
"[(3, 0.9522134)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.9522135)]",,Once you get in it is very efficient. The people are helpful and it’s very orderly. Don’t rely on the website or Google. You’re told it’s open but when you get there there’s a queue and the gates are closed.
