PlaceID,Rating,Text,Timestamp
ChIJkxina1C2e0gRbSZblOxzF0o,5,"Energy Gain designed and installed solar panel system for BFM Europe Limited. The company was professional from the start of the project, supplying all risk assessments and documentation on time for the project. The project when to plan without any issues and is now delivering a 87.5% reduction in summer day time energy usage.",2022-08-25T15:16:53Z
ChIJkxina1C2e0gRbSZblOxzF0o,5,"I couldn’t recommend Energy Gain UK high enough.  We had a system installed pre-Covid and I had an issue with my meter readings.  I spoke to a gentlemen called Mike last week and he couldn’t of been more helpful.  His knowledge was fantastic, and we got to the bottom of the problem over the phone.  I enjoyed the interaction and I’m glad we took the leap when we did, especially with the current energy prices.",2022-08-26T06:52:00Z
ChIJkxina1C2e0gRbSZblOxzF0o,5,Energy Gain have  installed solar  panels to two of our premises. From time to time we have asked them to provide back up when problems arose and they always carried out this work in a timely and efficient manner. I highly recommend them.,2024-02-07T08:13:46Z
ChIJd6RMNiS7e0gR1BrFYWxXrxo,5,"I have used Crown Energy to obtain costs and manage the installation of two electrical supplies and always found them (particularly Rheann), very good.",2021-03-11T11:15:50Z
ChIJd6RMNiS7e0gR1BrFYWxXrxo,5,"New gas connections can be a real challenge coordinating everything to happen in sync, have used Crown Energy for this and they have made it very straight forward and delivered professionally. Thank you!!",2021-11-11T09:53:13Z
ChIJQ4jqG0mxe0gRs0gTfkuoY3g,5,Very good expertise and a pleasure to deal with,2020-11-05T18:26:15Z
ChIJLwrxm1yxcEgRiB8PEHVn-X8,5,The help centre was extremely helpful in changing my energy supplier successfullly.,2023-07-28T12:56:05Z
ChIJLwrxm1yxcEgRiB8PEHVn-X8,5,"Offered smart meter, live balances happy to have a UK app and energy payments.",2023-02-01T12:52:46Z
ChIJLwrxm1yxcEgRiB8PEHVn-X8,5,"Great energy supplier, Hugo was very helpful to us, would recommend them.",2023-07-28T15:44:44Z
ChIJKV2NIv6me0gRwG0ofPSezdM,5,"That time of the year when I start looking online for my eleccy renewal for my business and home. Usually spend an hour or two looking, but this time I thought I'd try bulldog as was recommended from a friend. Was a much easier process as I spoke to one of their staff and was called back with some decent quotes for me to choose from. Saved time and money...",2022-03-11T10:22:31Z
