PlaceID,Rating,Text,Timestamp
ChIJ41t3KSSye0gRxJuuazg-pag,5,Architectural nice mosque and decor is lovely too.imam very knowledgeable and friendly congregation. Very enjoyable and rewarding experience,2021-08-29T20:47:31Z
ChIJ41t3KSSye0gRxJuuazg-pag,5,"Lovely Bangladeshi community Masjid with clean facilities. No chatting, calm and quiet atmosphere. Really peaceful",2022-01-08T23:19:41Z
ChIJ41t3KSSye0gRxJuuazg-pag,5,Masha'Allah. Nice and clean Mosque,2021-07-30T19:47:37Z
ChIJfc49MAGye0gReZiu93A05vQ,4,Good Prayer Services,2021-06-09T03:57:26Z
ChIJfc49MAGye0gReZiu93A05vQ,5,"Mashallah, true commitment shown to provide excellent facilities for local Muslim Community",2024-04-03T22:52:21Z
ChIJh-ddjpyxe0gRrNy89Vsta0s,5,Good masjid with tidy and great imams in it...I loved it..,2022-03-16T07:59:12Z
ChIJh-ddjpyxe0gRrNy89Vsta0s,5,Small and a great place for daily prayer.,2023-01-27T07:55:48Z
ChIJL5SSdti5e0gR7gYyaN-nId4,5,Great mosque with ample prayer space and ample parking nearby.,2022-07-24T07:30:12Z
ChIJL5SSdti5e0gR7gYyaN-nId4,5,"Beautiful mosque, good Wudu facilities and toilets, plenty parking in front of masjid, supermarket car park available as well.",2023-12-18T22:50:36Z
ChIJvdTebkKxe0gRL__VoFFcSjo,5,A beautiful mosque with clean prayer halls and a great community spirit. Please ignore all hateful comments from those who have never even visited and are just trying to defame the community.,2022-05-21T21:28:07Z
ChIJvdTebkKxe0gRL__VoFFcSjo,5,"Nice, big, well managed mosque,  Separate section for women to pray.",2022-05-22T08:30:51Z
ChIJbVAv_AWue0gRqupHubblC1U,5,One of the best few mosque in the uk very clean very organised best management team,2023-05-23T02:34:49Z
ChIJZdCEnuy3e0gRhuS7Kh7C2Ag,5,"Assalamu alaikum,

Dear volunteers and team at EIC. I just wanted to express my written gratitude to each of you including our dear Imam Muhammad, Shaykh Fahim, Shaykh Muhammad Saleh, Ustadh Nouman and every single volunteer who made this Ramadan a tremendously smooth spiritually uplifting month full of khayr.

May Allah swt allow it to weigh heavy on your scale of good deeds and a means by which we all attain maghfirah and jannatul firdaus through His Mercy.

From the beautiful Quran recitation, to the class from Ustadh Nouman at the end, the delicious iftaars, the organised car parking, the well maintained cleanliness of the bathrooms, the openness to families especially younger children, the crèche facilities upstairs and everything in between. Firstly, we thank Allah (swt) and secondly each of you including those behind the scenes who many may not see but Allah (swt) knows about.

JazakumAllah khayr",2024-04-15T22:44:27Z
ChIJZdCEnuy3e0gRhuS7Kh7C2Ag,5,Probably the only diverse masjid that caters for all...plenty activities and awesome community,2023-07-09T09:53:14Z
ChIJZdCEnuy3e0gRhuS7Kh7C2Ag,4,"The prayers area is larage enough
There are many varietes of community activites for men,women and youth
Clean toilets and wadou areas",2024-04-06T23:30:41Z
ChIJG1xw3sKxe0gRbbRKFrlIS7c,5,"Peaceful atmosphere for prayers and worship.
Locals are welcoming and warm.",2023-01-18T18:43:58Z
ChIJG1xw3sKxe0gRbbRKFrlIS7c,5,"Nicely maintained Masjid being very effectively managed by an efficient and very active Masjid Committee of the worshippers who come, pray and bow before Allah, The Mightiest of all, 5 times a day... May Allah SWT reward all of you for the sacred cause..
Well done all.",2024-05-15T07:41:43Z
ChIJG1xw3sKxe0gRbbRKFrlIS7c,5,"Use the back door to enter the masjid in the gated parking.

Very warm and clean mosque.",2022-05-22T13:21:27Z
ChIJE3RvobFeeUgRrLEM66_q0lw,5,Very clean and spacious mosque with full facilities and plenty of parking.,2023-07-10T10:51:53Z
ChIJ_5j3dYGxe0gRDBJ1aRJRT08,5,Descent and humble place for prayer and I know they have good teaching for holy quran,2022-10-15T12:59:14Z
ChIJ_5j3dYGxe0gRDBJ1aRJRT08,5,"Beautiful and peaceful place of worship. Congregation from all ethnicities,all praying to the One God. May He accept our sincere worship.Ameen.",2023-10-25T14:58:13Z
ChIJyRU5urixe0gRNHEcesA38g4,5,"Jazakum Allah Khair.

Very clean and spacious prayer space. There is a designated area for sisters too.",2023-09-23T13:02:51Z
ChIJyRU5urixe0gRNHEcesA38g4,5,lovely mosque... located underground floor,2023-01-08T13:40:52Z
