Topics,Topic Text,distributions,Unique Words,Text
"[(1, 0.50259966), (2, 0.46163455)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.50257444), (2, 0.46165976)]",,"The food was amazing with a good choice of pasta dishes, their homemade pasta makes the difference along with the unique flavours offered in each dish. If you like pasta, you can not miss this place. Eat here!"
"[(1, 0.9923847)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.9923847)]",,"There’s a reason we weren’t able to just walk in and get a table on a Friday night and all the recommendations I’d heard were deserved - for fresh delicious pasta I’ve not been anywhere better! The interior is quite basic but that also gives an authentic vibe, and all the staff were very welcoming from arrival and throughout. There’s a number of blackboards throughout listing special dishes and the waitress was happy to offer recommendations and customise dishes to order too, after checking with the kitchen.

The lamb skewer starter was wonderful, presented just as well as the king prawn bruschetta. The side of bread and olives was equally as good with sizeable olives and tasty oil. My main of layered pasta (think lasagne) came with a huge portion size, lots of filling and had the nicest pasta I’ve ever tasted. Everyone else commented their their pasta was equally impressive and it shows that having it freshly made on the premises makes all the difference.

Given the size of the main dishes there was no need for desert but it’s a restaurant I will be sure to return to. The name and exterior appearance don’t do the incredible food justice and it’s rounded off by the brilliant staff - I can’t recommend it enough."
"[(5, 0.98248476)]","(5, '0.016*""great"" + 0.010*""helpful"" + 0.009*""friendly"" + 0.009*""staff"" + 0.009*""well""')","[(5, 0.9824847)]",,We came across this little gem by accident. It is in a lovely little area next to the river. We popped in for a quick drink and we were blown away by such a warm welcome especially from Rosanna. So much so that we decided to come back later that day for dinner and we were not disappointed. The bruschetta was gorgeous and fresh followed by the divine tagliatelle diavola and the pizza Capri which was the best pizza that we have had in years! Again amazing hospitality from Rosanna and the rest of the team and we will definitely be back very soon! Thank you guys 😍
"[(1, 0.97423655)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.97423667)]",,"Went there with friends, we all enjoyed are pasta  meal.. Nicely presented and hot. The garlic and caramelised onion bread very nice
Bella Italia Ashton are offering h the £5 pasta meal offer thats not a limited choice.
Brilliant.
The staff were efficient,  friendly and welcoming.  Thank you a lovely start to our evening out."
"[(0, 0.96348834)]","(0, '0.017*""energy"" + 0.015*""us"" + 0.011*""business"" + 0.006*""deal"" + 0.006*""food""')","[(0, 0.9634871)]",,"Came in for food and was served by Abbie and kasha they were both amazing and nothing was too much! The food was delicious and well worth the money! Had the set menu and had doh bites and a carbonara which was delicious, would definitely be back with my family 5⭐️"
"[(2, 0.9775391)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.97753876)]",,"Had a really good recent experience at Bella Italia Ashton Moss. Was seated very quickly and greeted by Abbie who made our visit even better! She took the time to speak with us and even told us about the mushrooms in the lasagne (something my fiancé appreciated knowing!)
The food was hot, tasty and a good portion. Will definitely be visiting again.
Thanks again Abbie!"
"[(4, 0.9871234)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(4, 0.9871234)]",,"I am constantly impressed by the standard and quality of the food at Stocco. This restaurant really is a hidden Italian gem in the most unlikely of places! The pasta is cooked to perfection, firm with a subtle bite, the sauces are thick and rich, the meats are fresh and cooked to melt in your mouth, the fish comes off the bone and have an amazing texture and taste, and the pizzas are the best I have ever tasted, and I have travelled Italy. Added to the amazing food, beers, and wines, the staff are extremely polite and helpful when ordering. All come from Italy and all are eager to recommend dishes and wines suited to your tastes. If there is one Italian restaurant in the greater Manchester that I would recommend, Stocco is it. Seriously, you will not be disappointed!"
"[(1, 0.94844174)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.9484434)]",,"Very tasty food, authentic Italian, excellently presented, great value for money, warm friendly staff, great ambience. A must visit."
"[(2, 0.94157773)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.94157666)]",,Brilliant food and service from the staff... Probably some of the best Italian food I've ever had... Very very pleasantly surprised.... Definitely going again...
"[(5, 0.9927632)]","(5, '0.016*""great"" + 0.010*""helpful"" + 0.009*""friendly"" + 0.009*""staff"" + 0.009*""well""')","[(5, 0.99276316)]",,"It was a lovely mid week day off. we fancied something different than our go to places.

From the moment you pull the door open there is an outdoor themed seating which looked lovely, delicate and warm. For some reason that warmth reminded me of the time you’d be outside on a cold raining day, you’d run home and as soon as you’re home, it’s warm, comforting and a sense of belonging - like the feeling of your loved ones waiting for you to be home.

Then you into the restaurant and greeted with a lovely smile. It’s rather overwhelming in a good way. My wife loved the vibe and energy whilst it made me love people. It sounds crazy but we as humans have become to distant in human interaction at times, these small little things gives us all little moments of hope.

pasta was soft delicate and the flavours were like a firework display full of vibrant joy.

The pan grilled salmon was lovely and the green complimented the fillet like how the stars illuminate the sky at night. The potato's should have been a little more soft though.

The pizza was almost perfect. I couldn’t help but compare it to the greatest pizza I have ever had which in the Middle East.

The staff were also very friendly and very engaging but not too intrusive.

Thank you."
"[(7, 0.974972)]","(7, '0.020*""great"" + 0.013*""helpful"" + 0.011*""good"" + 0.009*""really"" + 0.008*""waste""')","[(7, 0.974973)]",,"Been here with my husband a few times. I tried their  scallops dish for starter and Carbonara with additional chicken this time as I was craving for some pasta and my husband ordered a pizza. Love how creamy the sauce was especially with the added parmesan on top and how Al dente the pasta was, the scallops was fresh and tasty too. My husband thought the pizza was really good as well."
"[(0, 0.010425055), (1, 0.01042627), (2, 0.9270055), (3, 0.010424067), (4, 0.010426656), (5, 0.010430447), (6, 0.010437671), (7, 0.010424284)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(0, 0.0104250545), (1, 0.010426269), (2, 0.92700577), (3, 0.010424066), (4, 0.010426655), (5, 0.010430446), (6, 0.010437436), (7, 0.010424283)]",,Lovely Italian..  great food.. great service..  2 floors plus small outdoor space..
"[(6, 0.97497237)]","(6, '0.013*""service"" + 0.012*""great"" + 0.011*""supplier"" + 0.008*""italian"" + 0.008*""prices""')","[(6, 0.9749725)]",,Popped in on the off chance we could get a table and luckily we did and what an amazing night we’ve had the service was amazing the food was out of this world if you want real good Italian food this is definitely the place to come in Stockport best Italian I’ve eaten for a long time. We liked it that much we booked a table for another night.
"[(0, 0.82484835), (1, 0.025029311), (2, 0.025019944), (3, 0.025018897), (4, 0.025016285), (5, 0.025020909), (6, 0.025018625), (7, 0.025027718)]","(0, '0.017*""energy"" + 0.015*""us"" + 0.011*""business"" + 0.006*""deal"" + 0.006*""food""')","[(0, 0.8248518), (1, 0.025025824), (2, 0.025019944), (3, 0.0250189), (4, 0.025016272), (5, 0.025020912), (6, 0.025018612), (7, 0.025027713)]",,Very good expertise and a pleasure to deal with
"[(6, 0.98515344)]","(6, '0.013*""service"" + 0.012*""great"" + 0.011*""supplier"" + 0.008*""italian"" + 0.008*""prices""')","[(6, 0.98515385)]",,"I have had an excellent service from South Rings Energy ltd from arranging the installation date to completing. The engineer (James) who Installed our boiler was very polite and helpful, he gave time to answer questions and provide instructions on how to use the boiler. When the work was completed he left the property clean and tidy. Once the boiler was installed the electric work followed, and that was also done in a timely and professional manner. I want to also Thank Stephanie from the Customer Service team, she was very polite, professional and helpful, and the directors were also very helpful as well. I would highly recommend this company :)"
"[(1, 0.95133644)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.95133644)]",,Can not thank this company enough for there hard work and professionalism. Everybody who was involved from start to finish. Job well done could not recommend this company enough.
"[(5, 0.9843619)]","(5, '0.016*""great"" + 0.010*""helpful"" + 0.009*""friendly"" + 0.009*""staff"" + 0.009*""well""')","[(5, 0.9843619)]",,"I have had one of the best service given to me through Stephanie she is highly professional kind and goes above and beyond to help and actually cares about the people she deals with. Stephanie has helped me and my little children tremendously in such difficult times. I can not thank Stephanie enough for her help. She is all of the above 100% good quality in service, holds extremely good value, very professional at all times, Stephanie always responds to all my calls and messages instantly and delivers her appointments of any sort always on time.
There is no doubt of the service you will recieve from Stephanie is the best.
Thank You for all of your help much appreciated."
"[(1, 0.9948805)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.9948805)]",,"I recently had the pleasure of having solar panels installed on my roof by Eco Renewables Group Limited, and despite encountering some minor hiccups, I must say that the overall experience was excellent, thanks to the efforts of Chris, the Director.

The installation process began with Mark, who is regarded as their top electrician. While I appreciate the hard work and dedication, I noticed that his work was rushed and some details were left incomplete. I raised this concern with Chris, and to my surprise, he took immediate action to rectify the situation. He assured me that he would get it sorted to high standards that Eco Renewables Group Limited are well known for.

Although it did take a little time to get the skirting sorted, I was more than impressed with the level of commitment Chris and Marcus displayed. They truly went above and beyond to turn my solar roof into something akin to a sleek Tesla roof. Their attention to detail and dedication to achieving a flawless finish were evident throughout the process. I couldn't have been happier with the final result. The solar panels looked seamless and aesthetically pleasing, enhancing the overall appearance of my home.

Moreover, I appreciate how Eco Renewables Group Limited values customer satisfaction. Chris's willingness to listen to my concerns and take swift action demonstrated that their commitment to providing top-notch service is more than just a marketing claim.

In conclusion, I highly recommend Eco Renewables Group Limited for solar panel installation, thanks to the outstanding efforts of Chris amd Marcus & team (roofers). While the initial work may have faced some challenges, their dedication, attention to detail, and commitment to excellence turned the experience into a resounding success. My sleek solar roof is a testament to their expertise and customer-focused approach."
"[(1, 0.98096323)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.98096305)]",,"After much research and phone calls we where fortunate enough to make a call with Sales Consultant Ryan-. Ryan has a great skill in answering any questions in plain simple language. We placed an order for panels, inverter and storage batteries. Within 7 days the panels where instaled and the system was live. Fantastic product and service from the Electricians and the panel installers, and the sales and support team. Any questions they are always happy to help.Highly Recommended"
"[(1, 0.96020323)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.9602029)]",,"Very pleased with the Solar panels, battery and system installed by Eco Renewables. Had it for over a year now and it has performed even better than the estimate at installation. Saved significant money on electricity and the payback for the system is only 7 years."
"[(1, 0.4270208), (5, 0.55152863)]","(5, '0.016*""great"" + 0.010*""helpful"" + 0.009*""friendly"" + 0.009*""staff"" + 0.009*""well""')","[(1, 0.42702556), (5, 0.55152375)]",,"Thanks John and his team to install 6 Solar panels and a 5.8 kwh battery with a fair price. The installation has been smooth and left clean. My energy usage has already dropped 1/3 in summer time, when I receive my export MPAN my energy bill will drop further.

Will contact John again to extend my system when I save enough to extend my roof."
"[(3, 0.941562)]","(3, '0.013*""cruise"" + 0.012*""river"" + 0.010*""experience"" + 0.010*""lovely"" + 0.008*""along""')","[(3, 0.94156015)]",,"Very impressed with this company, from design to installation and set up. They went out of their way to make sure, we were happy, and the install was as neat and tidy as possible."
"[(3, 0.97424126)]","(3, '0.013*""cruise"" + 0.012*""river"" + 0.010*""experience"" + 0.010*""lovely"" + 0.008*""along""')","[(3, 0.9742414)]",,"So far so good, will see how i get on. Instalation quick and efficient.. Only diappointment was quoted for 2 x 5.8kwh batteries in writing, quote checked by telephone and accepted only to be told mistake by them and quote was for only one battery, I understand that mistakes are made and apologies were recieved. Apart from that hiccup pleased with installation and efficient workmanship."
"[(0, 0.012535188), (1, 0.012511201), (2, 0.012513121), (3, 0.91238976), (4, 0.012516581), (5, 0.012511624), (6, 0.012510703), (7, 0.01251183)]","(3, '0.013*""cruise"" + 0.012*""river"" + 0.010*""experience"" + 0.010*""lovely"" + 0.008*""along""')","[(0, 0.012535559), (1, 0.012511201), (2, 0.0125131225), (3, 0.91238934), (4, 0.012516581), (5, 0.012511624), (6, 0.012510703), (7, 0.01251183)]",,Constantly really good advice and rates. Genuinely down to earth team that cares.
"[(1, 0.32373795), (6, 0.6262113)]","(6, '0.013*""service"" + 0.012*""great"" + 0.011*""supplier"" + 0.008*""italian"" + 0.008*""prices""')","[(1, 0.32373646), (6, 0.62621284)]",,Can’t beat any other company with the life time warranty they provide! Professional fast and amazing customer service! Highly recommended.
"[(6, 0.98378533)]","(6, '0.013*""service"" + 0.012*""great"" + 0.011*""supplier"" + 0.008*""italian"" + 0.008*""prices""')","[(6, 0.98378533)]",,"Great product and service.

Life time warranty on solar panels and inverters and 10 year’s warranty on batteries makes this company 100x better value than any other company, even if they are slightly more expensive.

Came and fitted within 2 weeks after a face to face appointment and survey all regulated by an external company so you know exactly what you will produce and get.

Able to see how much money I will be saving plus east finance option which is cheaper than my current utility bill absolute no brainier in the current climate."
"[(0, 0.02085814), (1, 0.32645503), (2, 0.020873465), (3, 0.020848693), (4, 0.020861026), (5, 0.02086854), (6, 0.54837674), (7, 0.020858381)]","(6, '0.013*""service"" + 0.012*""great"" + 0.011*""supplier"" + 0.008*""italian"" + 0.008*""prices""')","[(0, 0.020858219), (1, 0.32497934), (2, 0.020873573), (3, 0.020848684), (4, 0.020861058), (5, 0.020868491), (6, 0.5498523), (7, 0.020858334)]",,Great customer service. Highly recommended!
